time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-19 09:30:00-05:00,MLTrader,ff556fde978449359320762a9dfaea56,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,ff556fde978449359320762a9dfaea56,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,128.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,8e94387f8a20497e85a12006885f7ce9,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,1896b562377447e6ae6f6dfb9525aa14,SPY,buy,stop,fill,1,day,0.0,1,stock,408.82798461914064,128.0,0.0
2023-04-10 09:30:00-04:00,MLTrader,66db9e0b8d7c4e99ab7553785e956add,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MLTrader,66db9e0b8d7c4e99ab7553785e956add,SPY,sell,market,fill,1,gtc,0.0,1,stock,410.260009765625,119.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,ff0ec60538904d3d85999c9fe5ce5c06,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,adaece7c338c40399b6fd1aa78e90bf2,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,09517ded7d8a44b98cfdeb3da75519f4,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,0bed89cb03c64ef99525454c318b1543,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,09517ded7d8a44b98cfdeb3da75519f4,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,119.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,0bed89cb03c64ef99525454c318b1543,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,171.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,24c84c1eff0f4e5997a14c0f8dc888c7,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,851b420acddb48779f261ea5626b8ba2,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,a3714960f7de4b25bd947fa94084dc42,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,109016fb18b24e5098241d7268482c18,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,a3714960f7de4b25bd947fa94084dc42,SPY,sell,market,fill,1,day,0.0,1,stock,435.32000732421875,171.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,109016fb18b24e5098241d7268482c18,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.32000732421875,25.0,0.0
2023-06-29 09:30:00-04:00,MLTrader,915103da82414903b5d83c5977ab86d1,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,MLTrader,915103da82414903b5d83c5977ab86d1,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,122.0,0.0
2023-07-26 09:30:00-04:00,MLTrader,ec87b95646834e958d23b0c490f98f54,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,MLTrader,df2173d68b6c484fa5ecd14bed32f757,SPY,buy,stop,fill,1,day,0.0,1,stock,459.0199890136719,25.0,0.0
2023-08-01 09:30:00-04:00,MLTrader,81ec07e01b6d40e7ac2304abb6fcbe16,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MLTrader,81ec07e01b6d40e7ac2304abb6fcbe16,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,165.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,2f7a945a743649a2a0c445152e4273cf,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,2f7a945a743649a2a0c445152e4273cf,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,253.0,0.0
2023-08-21 09:30:00-04:00,MLTrader,cde2e60700a64b20b05a703ee328737d,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
