time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-12 09:30:00-05:00,MLTrader,8b3711ac16f143c4b86f8b2f4ec1bb30,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,8b3711ac16f143c4b86f8b2f4ec1bb30,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.4000015258789,541.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,8cfc1c2e6b3f4d4f8336d8fd2353cd0d,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,8cfc1c2e6b3f4d4f8336d8fd2353cd0d,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.52799987792969,819.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,082b2b9761fc4c009da20e458e8fd401,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,18d23437dba04277befd4ea63b2eb6f2,GOOG,buy,stop,fill,1,day,0.0,1,stock,97.02000160217285,541.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,34915c73fa21428c9198e6c439aef594,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,cac04998e3194be487b25b92a3440642,GOOG,buy,stop,fill,1,day,0.0,1,stock,96.10439987182617,819.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,c21c0a5a619f4d4fa2889c8329b08f46,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,c21c0a5a619f4d4fa2889c8329b08f46,GOOG,sell,market,fill,1,gtc,0.0,1,stock,97.19999694824219,482.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,634d6f98440442f5893c2bd0e229cc76,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,5672f8cec4704630aa97ae48c1a68577,GOOG,buy,stop,fill,1,day,0.0,1,stock,102.0599967956543,482.0,0.0
2023-02-03 09:30:00-05:00,MLTrader,93d9fc0ae96640cab0f56c8039927c0c,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,MLTrader,93d9fc0ae96640cab0f56c8039927c0c,GOOG,sell,market,fill,1,gtc,0.0,1,stock,103.51000213623047,442.0,0.0
2023-02-09 09:30:00-05:00,MLTrader,15c9c619a41048f3bc2616659a5137d3,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-09 09:30:00-05:00,MLTrader,ad406097ab9b4303a6bf74570d34fd21,GOOG,buy,limit,fill,1,day,0.0,1,stock,98.33450202941894,442.0,0.0
2023-04-04 09:30:00-04:00,MLTrader,9aada2e45b764c168aa0956b5ff0acfa,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,9aada2e45b764c168aa0956b5ff0acfa,GOOG,buy,market,fill,1,gtc,0.0,1,stock,106.12000274658203,441.0,0.0
2023-04-26 09:30:00-04:00,MLTrader,7576a069e0a843fb999b38a934813c5b,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-26 09:30:00-04:00,MLTrader,7576a069e0a843fb999b38a934813c5b,GOOG,buy,market,fill,1,gtc,0.0,1,stock,105.2300033569336,223.0,0.0
2023-05-08 08:30:00-04:00,MLTrader,96b15320f4b84d7d82c8d6733215c245,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-08 08:30:00-04:00,MLTrader,7407ec564fe64c9fa6466eb2ed345e4d,GOOG,sell,limit,fill,1,day,0.0,1,stock,110.49150352478028,223.0,0.0
2023-05-09 09:30:00-04:00,MLTrader,b3ece49ebd3649c999f40c3c2071ce47,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-09 09:30:00-04:00,MLTrader,78315d3a58ec4a7f9480be9d27d30797,GOOG,sell,limit,fill,1,day,0.0,1,stock,111.42600288391114,441.0,0.0
2023-11-28 09:30:00-05:00,MLTrader,99ec17c7c4f846158f0387bc84282a3a,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-28 09:30:00-05:00,MLTrader,99ec17c7c4f846158f0387bc84282a3a,GOOG,sell,market,fill,1,gtc,0.0,1,stock,137.6300048828125,353.0,0.0
2023-12-04 08:30:00-05:00,MLTrader,36a8a4c737a94af88f88f37e6d1d16a3,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-12-04 08:30:00-05:00,MLTrader,c55d48c11ebf47dba33d36d945099fae,GOOG,buy,limit,fill,1,day,0.0,1,stock,130.74850463867188,353.0,0.0
