time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-12 09:30:00-05:00,MLTrader,7113c10c117b4407a206740c4ca3c4a9,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,7113c10c117b4407a206740c4ca3c4a9,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.4000015258789,541.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,000ebf8a155e40f08bdf28d16cdfaf73,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,000ebf8a155e40f08bdf28d16cdfaf73,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.52799987792969,819.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,69f963e5d38c44d491e85056d5b798c2,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,9a4b0c1ab0c54accb60f2a740d90bcb0,GOOG,buy,stop,fill,1,day,0.0,1,stock,97.02000160217285,541.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,9759f4fd476d471b967392a1f6dd9264,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,3f7cfd2d4b3a4f2e80a0170b4a515b3e,GOOG,buy,stop,fill,1,day,0.0,1,stock,96.10439987182617,819.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,674fa64f87c4481ab61a062402cd0594,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,674fa64f87c4481ab61a062402cd0594,GOOG,sell,market,fill,1,gtc,0.0,1,stock,97.19999694824219,482.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,73fefe1fb2f0436488564d069f567376,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,a7819a8971da4d7e9eb9c4e8cf3a3017,GOOG,buy,stop,fill,1,day,0.0,1,stock,102.0599967956543,482.0,0.0
2023-02-03 09:30:00-05:00,MLTrader,45bb28779c97452793eb5d8c2d629ccb,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,MLTrader,45bb28779c97452793eb5d8c2d629ccb,GOOG,sell,market,fill,1,gtc,0.0,1,stock,103.51000213623047,442.0,0.0
2023-02-09 09:30:00-05:00,MLTrader,f327da86b15d44a9b6da3a2168ea7f70,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-09 09:30:00-05:00,MLTrader,9bd1e3b5bc6f44a9b6f229ea55ed2b62,GOOG,buy,limit,fill,1,day,0.0,1,stock,98.33450202941894,442.0,0.0
2023-04-04 09:30:00-04:00,MLTrader,f883ab09b461432c98901fbe07a172c0,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,f883ab09b461432c98901fbe07a172c0,GOOG,buy,market,fill,1,gtc,0.0,1,stock,106.12000274658203,441.0,0.0
2023-04-26 09:30:00-04:00,MLTrader,661e8a5426c9495fab068eeeca1cf3be,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-26 09:30:00-04:00,MLTrader,661e8a5426c9495fab068eeeca1cf3be,GOOG,buy,market,fill,1,gtc,0.0,1,stock,105.2300033569336,223.0,0.0
2023-05-08 08:30:00-04:00,MLTrader,5e9956cf261b4dfbb778eb965ff7030a,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-08 08:30:00-04:00,MLTrader,360db628e6114fc681b6fae090a19a6d,GOOG,sell,limit,fill,1,day,0.0,1,stock,110.49150352478028,223.0,0.0
2023-05-09 09:30:00-04:00,MLTrader,0b3b8096985546c99219252b806a2dcc,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-09 09:30:00-04:00,MLTrader,a7076c94727a4bccb5b67ee49623e56d,GOOG,sell,limit,fill,1,day,0.0,1,stock,111.42600288391114,441.0,0.0
2023-10-26 09:30:00-04:00,MLTrader,b11478b42e7e4a69a98564242451da84,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-26 09:30:00-04:00,MLTrader,b11478b42e7e4a69a98564242451da84,GOOG,sell,market,fill,1,gtc,0.0,1,stock,124.02999877929688,392.0,0.0
2023-10-27 09:30:00-04:00,MLTrader,a4cda1c5c72b4739943739149a941fe3,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-27 09:30:00-04:00,MLTrader,a4cda1c5c72b4739943739149a941fe3,GOOG,sell,market,fill,1,gtc,0.0,1,stock,124.02999877929688,588.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,f7f2eacc99fa4d9982cf9465f1e767a7,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,3a06966e0d2040a29978b47e39e3bef9,GOOG,buy,stop,fill,1,day,0.0,1,stock,130.23149871826172,392.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,202d24298b044906bbb9be6ee94013a0,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,c4a62ff401c04c02808e89f056de82df,GOOG,buy,stop,fill,1,day,0.0,1,stock,130.23149871826172,588.0,0.0
2023-11-28 09:30:00-05:00,MLTrader,253c215833904886b0434fb6b17285f9,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-28 09:30:00-05:00,MLTrader,253c215833904886b0434fb6b17285f9,GOOG,sell,market,fill,1,gtc,0.0,1,stock,137.6300048828125,331.0,0.0
2023-12-04 08:30:00-05:00,MLTrader,56ae1747cb614b74aa1354ba3038d381,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-12-04 08:30:00-05:00,MLTrader,66dceaf2180643559df3271ba88a3c80,GOOG,buy,limit,fill,1,day,0.0,1,stock,130.74850463867188,331.0,0.0
