time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-03 09:30:00-05:00,MLTrader,2a2c97f8a4e14d3bb8ac2fbe177d2a42,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:30:00-05:00,MLTrader,2a2c97f8a4e14d3bb8ac2fbe177d2a42,GOOG,sell,market,fill,1,gtc,0.0,1,stock,89.83000183105469,334.0,0.0
2023-01-04 09:30:00-05:00,MLTrader,0d774bcb156a487e96e2b373681dc80c,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 09:30:00-05:00,MLTrader,0d774bcb156a487e96e2b373681dc80c,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.01000213623047,429.0,0.0
2023-01-05 09:30:00-05:00,MLTrader,538c980a764741dea77c6fbbe4274c3f,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-05 09:30:00-05:00,MLTrader,538c980a764741dea77c6fbbe4274c3f,GOOG,sell,market,fill,1,gtc,0.0,1,stock,88.06999969482422,576.0,0.0
2023-01-06 09:30:00-05:00,MLTrader,ab1db8f264124943ae1af6ee57d0e35b,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-06 09:30:00-05:00,MLTrader,ab1db8f264124943ae1af6ee57d0e35b,GOOG,sell,market,fill,1,gtc,0.0,1,stock,87.36000061035156,755.0,0.0
2023-01-09 09:30:00-05:00,MLTrader,c79df9460d654ccaa1fa4dfdcd599f6a,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-09 09:30:00-05:00,MLTrader,c79df9460d654ccaa1fa4dfdcd599f6a,GOOG,sell,market,fill,1,gtc,0.0,1,stock,89.19499969482422,961.0,0.0
2023-01-10 09:30:00-05:00,MLTrader,6b2c248900204283b1fc8549e70b64d9,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,MLTrader,6b2c248900204283b1fc8549e70b64d9,GOOG,sell,market,fill,1,gtc,0.0,1,stock,86.72000122070312,1285.0,0.0
2023-01-11 09:30:00-05:00,MLTrader,6bfd95f5725e4a6baf3244fe213c065f,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-11 09:30:00-05:00,MLTrader,6bfd95f5725e4a6baf3244fe213c065f,GOOG,sell,market,fill,1,gtc,0.0,1,stock,90.05999755859375,1609.0,0.0
2023-01-12 09:30:00-05:00,MLTrader,46e55d478cad4fc8aaeed209a4964b32,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,46e55d478cad4fc8aaeed209a4964b32,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.4000015258789,2038.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,e4043c14320d4a4d96949e526ffac595,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,e4043c14320d4a4d96949e526ffac595,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.52799987792969,2675.0,0.0
2023-01-17 09:30:00-05:00,MLTrader,38b22b5bce254faabffa94522c68aecc,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-17 09:30:00-05:00,MLTrader,38b22b5bce254faabffa94522c68aecc,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.77999877929688,3430.0,0.0
2023-01-18 09:30:00-05:00,MLTrader,24aa6aa0d99e43089da40fe6e997801e,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,24aa6aa0d99e43089da40fe6e997801e,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.94000244140625,4452.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,732106133b0d471eb101a8f7ca6f95b1,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,732106133b0d471eb101a8f7ca6f95b1,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.38999938964844,5886.0,0.0
