time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-12 09:30:00-05:00,MLTrader,4c6d93ca52b74bd09a5f6350ccfdf300,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,4c6d93ca52b74bd09a5f6350ccfdf300,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.4000015258789,541.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,5ccffa7fd11f430ea6c54d868a3904c5,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,5ccffa7fd11f430ea6c54d868a3904c5,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.52799987792969,819.0,0.0
2023-01-23 08:30:00-05:00,MLTrader,1d38a45c51fe4c649bf27aeaf99ea48a,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-23 08:30:00-05:00,MLTrader,8e2f444d42fe4ce18ced4b64f4d4bb73,GOOG,buy,stop,fill,1,day,0.0,1,stock,100.68079986572266,819.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,8e652acb80a14f1298fabc8697e5616a,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,8e652acb80a14f1298fabc8697e5616a,GOOG,sell,market,fill,1,gtc,0.0,1,stock,97.19999694824219,733.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,4d1bba1d04a24403967c329455775505,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,478eb623292844178fd69782cc2b6e94,GOOG,buy,stop,fill,1,day,0.0,1,stock,101.6400016784668,541.0,0.0
2023-02-02 09:30:00-05:00,MLTrader,99b71b2afa13438b8d4a6ec71cc23189,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,MLTrader,32eb6235d8d6469a8a7b29f55f260dc4,GOOG,buy,stop,fill,1,day,0.0,1,stock,106.91999664306641,733.0,0.0
2023-02-03 09:30:00-05:00,MLTrader,bbee9f29bbf944a6941dc0a23f6a6b22,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,MLTrader,bbee9f29bbf944a6941dc0a23f6a6b22,GOOG,sell,market,fill,1,gtc,0.0,1,stock,103.51000213623047,388.0,0.0
2023-02-14 09:30:00-05:00,MLTrader,b461d03bc25f4ce8b4e03f2df179aa0c,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-14 09:30:00-05:00,MLTrader,e7736704a47d4d3e9e4399d47ac98388,GOOG,buy,limit,fill,1,day,0.0,1,stock,93.15900192260743,388.0,0.0
2023-04-04 09:30:00-04:00,MLTrader,50d8eb74d98946a7a58e866febda7bea,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,50d8eb74d98946a7a58e866febda7bea,GOOG,buy,market,fill,1,gtc,0.0,1,stock,106.12000274658203,398.0,0.0
2023-04-26 09:30:00-04:00,MLTrader,00a80c7f6b704007bae7e1058e1a6b78,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-26 09:30:00-04:00,MLTrader,00a80c7f6b704007bae7e1058e1a6b78,GOOG,buy,market,fill,1,gtc,0.0,1,stock,105.2300033569336,200.0,0.0
2023-05-10 09:30:00-04:00,MLTrader,52f3abeda4da4062b29325cff53f8149,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-10 09:30:00-04:00,MLTrader,6355e095e2d543c7badd6597dcb06b15,GOOG,sell,limit,fill,1,day,0.0,1,stock,116.73200302124025,398.0,0.0
2023-05-10 09:30:00-04:00,MLTrader,2eaa0b636dbe4a94a7db26a398a42fef,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-10 09:30:00-04:00,MLTrader,638e700d4f0e4f91aae1989ea2ba648c,GOOG,sell,limit,fill,1,day,0.0,1,stock,115.86000061035156,200.0,0.0
2023-10-26 09:30:00-04:00,MLTrader,3950c002692a4d978236a3eae416c110,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-26 09:30:00-04:00,MLTrader,3950c002692a4d978236a3eae416c110,GOOG,sell,market,fill,1,gtc,0.0,1,stock,124.02999877929688,366.0,0.0
2023-10-27 09:30:00-04:00,MLTrader,a61a941d9c774cfc8261be490e6e3b2e,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-27 09:30:00-04:00,MLTrader,a61a941d9c774cfc8261be490e6e3b2e,GOOG,sell,market,fill,1,gtc,0.0,1,stock,124.02999877929688,549.0,0.0
2023-11-10 09:30:00-05:00,MLTrader,691b2daa9dc14517a99a8efe003fa071,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-10 09:30:00-05:00,MLTrader,4e4794662a7e4c3ebf9101cddc68cc4f,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-10 09:30:00-05:00,MLTrader,7226d5a25f8744a89a747def0b91f2c5,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-10 09:30:00-05:00,MLTrader,622fcaf8a56e43f9bef4508dc7d24686,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-10 09:30:00-05:00,MLTrader,75b8805e46194f6faf95b9d584980c65,GOOG,buy,market,new,1,day,0.0,1,stock,,,
2023-11-10 09:30:00-05:00,MLTrader,5f3dd68b858d4e20a2ebd43089219e9a,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-10 09:30:00-05:00,MLTrader,75b8805e46194f6faf95b9d584980c65,GOOG,buy,market,fill,1,day,0.0,1,stock,131.52999877929688,915.0,0.0
2023-11-10 09:30:00-05:00,MLTrader,5f3dd68b858d4e20a2ebd43089219e9a,GOOG,buy,market,fill,1,gtc,0.0,1,stock,131.52999877929688,776.0,0.0
