time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-12 09:30:00-05:00,MLTrader,3661547904cb4230bf50ffd9a89d89ee,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,3661547904cb4230bf50ffd9a89d89ee,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.4000015258789,541.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,83ddb5b7d4d44003a2b527cf37094dd3,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,83ddb5b7d4d44003a2b527cf37094dd3,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.52799987792969,819.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,f87f3ef968b242bd9cd0215ad551f98a,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,e77491c70d1048ba98f68a3060f5c365,GOOG,buy,stop,fill,1,day,0.0,1,stock,97.02000160217285,541.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,485d1776c5734b8eb1d08cd6e9f5082c,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,66c4e03f93bf4566bf0958689a9c7d11,GOOG,buy,stop,fill,1,day,0.0,1,stock,96.10439987182617,819.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,95c2787257644cf7958ad6c89726f395,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,95c2787257644cf7958ad6c89726f395,GOOG,sell,market,fill,1,gtc,0.0,1,stock,97.19999694824219,482.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,48aab07db45d4f3ab5f90850514541aa,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,19d1d62d80cc435284fe28218c44abcb,GOOG,buy,stop,fill,1,day,0.0,1,stock,102.0599967956543,482.0,0.0
2023-02-03 09:30:00-05:00,MLTrader,df0e0a0e54f5402f9dca2f7eb6316832,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,MLTrader,df0e0a0e54f5402f9dca2f7eb6316832,GOOG,sell,market,fill,1,gtc,0.0,1,stock,103.51000213623047,442.0,0.0
2023-02-09 09:30:00-05:00,MLTrader,d7fd5f6fbd414cb6a502752914a7e28d,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-09 09:30:00-05:00,MLTrader,caa9d3e23b514861a188842eec15ecb7,GOOG,buy,limit,fill,1,day,0.0,1,stock,98.33450202941894,442.0,0.0
2023-04-04 09:30:00-04:00,MLTrader,a4f874f93a85491292e70705b38091ed,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,a4f874f93a85491292e70705b38091ed,GOOG,buy,market,fill,1,gtc,0.0,1,stock,106.12000274658203,441.0,0.0
