time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-12 09:30:00-05:00,MLTrader,e0ed1f6b9e0348d6915288e595d769ea,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,e0ed1f6b9e0348d6915288e595d769ea,GOOG,sell,market,fill,1,gtc,0.0,1,stock,92.4000015258789,541.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,55b6398793804dc3bf9ea79d78f12918,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,55b6398793804dc3bf9ea79d78f12918,GOOG,sell,market,fill,1,gtc,0.0,1,stock,91.52799987792969,819.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,1526e4af08fb4a93bad846fe71c0da1c,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,1526e4af08fb4a93bad846fe71c0da1c,GOOG,sell,market,fill,1,gtc,0.0,1,stock,97.19999694824219,1157.0,0.0
2023-02-02 09:30:00-05:00,MLTrader,68c99e96208c4c358fa8b4739478e905,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,MLTrader,5973eb553d464fdc97ccbb7b891561b5,GOOG,buy,stop,fill,1,day,0.0,1,stock,106.79000091552734,541.0,0.0
2023-02-02 09:30:00-05:00,MLTrader,241c3be91ea34876840af5f7c8584d39,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,MLTrader,3acd95d106934e039d49f0d33eee3bd1,GOOG,buy,stop,fill,1,day,0.0,1,stock,106.79000091552734,819.0,0.0
2023-02-03 09:30:00-05:00,MLTrader,0fa5bc4206554db6949ea7db4a29cefe,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,MLTrader,0fa5bc4206554db6949ea7db4a29cefe,GOOG,sell,market,fill,1,gtc,0.0,1,stock,103.51000213623047,928.0,0.0
2023-02-14 09:30:00-05:00,MLTrader,11305a7b798442a691be2c845a73a493,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-14 09:30:00-05:00,MLTrader,84e8fa42af9b497f9dcca59dc96ff3d5,GOOG,buy,limit,fill,1,day,0.0,1,stock,93.15900192260743,928.0,0.0
2023-04-04 09:30:00-04:00,MLTrader,12346dd7183b44b886b6c55d6c840b4e,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,9514a59875a2478e90ba20c1cc707d04,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,b1111d2cb6cd420e9c8cea2082dc5f70,GOOG,buy,market,new,1,day,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,6fac653ad60d41fb82ebea8d7461e570,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MLTrader,b1111d2cb6cd420e9c8cea2082dc5f70,GOOG,buy,market,fill,1,day,0.0,1,stock,106.12000274658203,1157.0,0.0
2023-04-04 09:30:00-04:00,MLTrader,6fac653ad60d41fb82ebea8d7461e570,GOOG,buy,market,fill,1,gtc,0.0,1,stock,106.12000274658203,951.0,0.0
2023-05-10 09:30:00-04:00,MLTrader,e6cdd2dbfc1644058afbcdd8006baa7c,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-10 09:30:00-04:00,MLTrader,2b5c588d85c94cdaaf7120271e2c43c5,GOOG,sell,limit,fill,1,day,0.0,1,stock,116.73200302124025,951.0,0.0
2023-10-26 09:30:00-04:00,MLTrader,40fe8bf0e56545d89f07ce24d5135d1e,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-26 09:30:00-04:00,MLTrader,40fe8bf0e56545d89f07ce24d5135d1e,GOOG,sell,market,fill,1,gtc,0.0,1,stock,124.02999877929688,359.0,0.0
2023-10-27 09:30:00-04:00,MLTrader,eb6470cd2a87436f86d121ebff2509e4,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-27 09:30:00-04:00,MLTrader,eb6470cd2a87436f86d121ebff2509e4,GOOG,sell,market,fill,1,gtc,0.0,1,stock,124.02999877929688,539.0,0.0
2023-11-28 09:30:00-05:00,MLTrader,e14dac84db714ebeb7c4ce2d7b788369,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-28 09:30:00-05:00,MLTrader,e14dac84db714ebeb7c4ce2d7b788369,GOOG,sell,market,fill,1,gtc,0.0,1,stock,137.6300048828125,728.0,0.0
2023-12-20 09:30:00-05:00,MLTrader,893331dc550646c4be633ba750316557,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-12-20 09:30:00-05:00,MLTrader,d6637f966d4149ccbe6043815f1aed9c,GOOG,buy,stop,fill,1,day,0.0,1,stock,142.6344985961914,359.0,0.0
2023-12-20 09:30:00-05:00,MLTrader,5be315bd52ca4e1ead1d1d19f76e727f,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-12-20 09:30:00-05:00,MLTrader,911f7e9608544ffbbab482956bbb567e,GOOG,buy,stop,fill,1,day,0.0,1,stock,142.6344985961914,539.0,0.0
