time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-19 09:30:00-05:00,MLTrader,450f953083794b6d97b71d0feec1867b,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,450f953083794b6d97b71d0feec1867b,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,128.0,0.0
2023-02-13 09:30:00-05:00,MLTrader,90234d3f9ae64bdaac3675e4b2516ccc,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-13 09:30:00-05:00,MLTrader,90234d3f9ae64bdaac3675e4b2516ccc,SPY,sell,market,fill,1,gtc,0.0,1,stock,408.7200012207031,183.0,0.0
2023-02-17 09:30:00-05:00,MLTrader,a4ac35b261eb45e1aa4d092c0ad96851,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-17 09:30:00-05:00,MLTrader,0f3be3104cc14055a614ad89599a816c,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-17 09:30:00-05:00,MLTrader,c264c2c504ab42c48f6d015c981109a5,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-17 09:30:00-05:00,MLTrader,ae87baae807c4dd9b7e5e540f012f716,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-17 09:30:00-05:00,MLTrader,61974c2239874decbcf2bf9cc731fe1c,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-02-17 09:30:00-05:00,MLTrader,449ecc8168a74a8dbef9214d5636b1eb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-17 09:30:00-05:00,MLTrader,61974c2239874decbcf2bf9cc731fe1c,SPY,buy,market,fill,1,day,0.0,1,stock,406.05999755859375,311.0,0.0
2023-02-17 09:30:00-05:00,MLTrader,449ecc8168a74a8dbef9214d5636b1eb,SPY,buy,market,fill,1,gtc,0.0,1,stock,406.05999755859375,277.0,0.0
2023-07-11 09:30:00-04:00,MLTrader,f7a887d03ca14edb928c0fde7f16ae5b,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-11 09:30:00-04:00,MLTrader,bd2393ed0bb544f69a2b635b43fbb8e1,SPY,sell,limit,fill,1,day,0.0,1,stock,446.66599731445314,277.0,0.0
2023-07-17 09:30:00-04:00,MLTrader,fdb06ce165eb46d09e9c0c5a4c5fb9d2,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-17 09:30:00-04:00,MLTrader,fdb06ce165eb46d09e9c0c5a4c5fb9d2,SPY,buy,market,fill,1,gtc,0.0,1,stock,450.5,122.0,0.0
2023-07-31 09:30:00-04:00,MLTrader,daf01a50d10c467ea7bd735917b4ec97,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-31 09:30:00-04:00,MLTrader,5cc877d354fa470a9cfa62a85a375e2e,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-07-31 09:30:00-04:00,MLTrader,4442eaa178bf45f896b92b1593f00a08,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-07-31 09:30:00-04:00,MLTrader,3ebac18339e9411ca331cb3899047bf6,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-07-31 09:30:00-04:00,MLTrader,4442eaa178bf45f896b92b1593f00a08,SPY,sell,market,fill,1,day,0.0,1,stock,456.2699890136719,122.0,0.0
2023-07-31 09:30:00-04:00,MLTrader,3ebac18339e9411ca331cb3899047bf6,SPY,sell,market,fill,1,gtc,0.0,1,stock,456.2699890136719,60.0,0.0
2023-08-01 09:30:00-04:00,MLTrader,4b428b432f53420bae961b948b25bac5,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MLTrader,4b428b432f53420bae961b948b25bac5,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,152.0,0.0
2023-08-02 09:30:00-04:00,MLTrader,826163c2305244598434bb45a13408dc,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-08-02 09:30:00-04:00,MLTrader,06d8c4c8dda6406b88cee2a79f367e14,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-08-02 09:30:00-04:00,MLTrader,fee9dbe0badd40f79fb8872c83bc50d7,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-08-02 09:30:00-04:00,MLTrader,ef9df00d01ff45e697eaaf0e73a9bde6,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-08-02 09:30:00-04:00,MLTrader,3f8b05aa1b6b4794933f806ef46bb33d,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-08-02 09:30:00-04:00,MLTrader,2efc2cfa1a564a1b900a213301ec7da8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-02 09:30:00-04:00,MLTrader,3f8b05aa1b6b4794933f806ef46bb33d,SPY,buy,market,fill,1,day,0.0,1,stock,448.0400085449219,212.0,0.0
2023-08-02 09:30:00-04:00,MLTrader,2efc2cfa1a564a1b900a213301ec7da8,SPY,buy,market,fill,1,gtc,0.0,1,stock,448.0400085449219,231.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,367217425db843daae37252d3883d7a5,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,5f9faeed560e402d8361982022d920d3,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,e9d8fc4fddbb4ca3bbf361b594a73401,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,cc743ab7677a4903898e9ede8bce319e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,e9d8fc4fddbb4ca3bbf361b594a73401,SPY,sell,market,fill,1,day,0.0,1,stock,443.9700012207031,231.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,cc743ab7677a4903898e9ede8bce319e,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,9.0,0.0
2023-08-16 09:30:00-04:00,MLTrader,25abe72f1f184ba4bb5a27ca82ed7840,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-16 09:30:00-04:00,MLTrader,25abe72f1f184ba4bb5a27ca82ed7840,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.1600036621094,130.0,0.0
2023-08-21 09:30:00-04:00,MLTrader,8823d1b134444b69a7f083632f855e32,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-21 09:30:00-04:00,MLTrader,8823d1b134444b69a7f083632f855e32,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.17999267578125,195.0,0.0
2023-08-28 09:30:00-04:00,MLTrader,b2dba14e9f9e4d439f5a33c54c17fa46,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-28 09:30:00-04:00,MLTrader,b2dba14e9f9e4d439f5a33c54c17fa46,SPY,sell,market,fill,1,gtc,0.0,1,stock,442.6499938964844,291.0,0.0
2023-09-08 09:30:00-04:00,MLTrader,ac43263f83b54317879e812a02a507ad,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,ac43263f83b54317879e812a02a507ad,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,435.0,0.0
2023-09-21 09:30:00-04:00,MLTrader,609fe26d6b324209b70155cfa8c7bf44,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-21 09:30:00-04:00,MLTrader,609fe26d6b324209b70155cfa8c7bf44,SPY,sell,market,fill,1,gtc,0.0,1,stock,432.45001220703125,671.0,0.0
2023-10-09 09:30:00-04:00,MLTrader,ddbacc3122e84e159c694ebc0c1f0fbe,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-09 09:30:00-04:00,MLTrader,ddbacc3122e84e159c694ebc0c1f0fbe,SPY,sell,market,fill,1,gtc,0.0,1,stock,432.94000244140625,1005.0,0.0
2023-10-16 09:30:00-04:00,MLTrader,a79ade1f678e43558a134d0c85be7e7f,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,0b03189732364472af9fa30844bd4dbb,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,72930ebd78af4ba89038fc557e02bd58,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,92121d03f5c14cffa45b6bbc486ec3e1,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,d768342e54a445fea36a502f3a9f9b63,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,9733d4e7df7a43c3bb317beff589191f,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,e8bbe1cabcc14c4aa80732620bd0f156,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,0825df2412084c0bbbd6b5a93fe381c4,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,ef387e2032c44b67a5a450e71e9d14ac,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,702fb1de239342179d36cf840d679e42,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,99b584ed788d46d7b72e6cef8b3a8c93,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,26357c7b71af41bebb6e783e237b5c69,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,ebdff653be7a489ea84394d3f13d71b2,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,fe518c6b519f487a8b206e9672140bc0,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,0592da6fb71c47ef8a0cc4a6dd3cc4f4,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,5ff75e21bcb04b27b2bd8c01d9666841,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-16 09:30:00-04:00,MLTrader,0592da6fb71c47ef8a0cc4a6dd3cc4f4,SPY,buy,market,fill,1,day,0.0,1,stock,432.80999755859375,2736.0,0.0
2023-10-16 09:30:00-04:00,MLTrader,5ff75e21bcb04b27b2bd8c01d9666841,SPY,buy,market,fill,1,gtc,0.0,1,stock,432.80999755859375,1508.0,0.0
2023-12-26 08:30:00-05:00,MLTrader,ebbbb1e570f54142834f9fe897cb0c69,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-12-26 08:30:00-05:00,MLTrader,7679e99c9a2b44b798f1a5a3e6dc9528,SPY,sell,limit,fill,1,day,0.0,1,stock,476.09099731445315,1508.0,0.0
2023-12-27 09:30:00-05:00,MLTrader,a13fee0311714ad49ad33d7d0d2df70d,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-12-27 09:30:00-05:00,MLTrader,a13fee0311714ad49ad33d7d0d2df70d,SPY,sell,market,fill,1,gtc,0.0,1,stock,475.44000244140625,199.0,0.0
2023-12-29 09:30:00-05:00,MLTrader,fc39da9340ab414ba3391b234af07558,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
