Fichier,Moyenne_Sentiment,Label_Moyen,Moyenne_Score_Confiance
datas/articles/lvmh/articles_LVMH_2010-01.csv,0.0,Neutre,0.9988215366999308
datas/articles/lvmh/articles_LVMH_2010-02.csv,0.0,Neutre,0.9933691024780273
datas/articles/lvmh/articles_LVMH_2010-03.csv,0.0,Neutre,0.9506791681051254
datas/articles/lvmh/articles_LVMH_2010-04.csv,0.5,Positif,0.9999857544898987
datas/articles/lvmh/articles_LVMH_2010-05.csv,0.0,Neutre,0.999951183795929
datas/articles/lvmh/articles_LVMH_2010-06.csv,-0.25,Negative+,0.9916542917490005
datas/articles/lvmh/articles_LVMH_2010-07.csv,0.3333333333333333,Positif,0.9833411375681559
datas/articles/lvmh/articles_LVMH_2010-08.csv,0.0,Neutre,0.9956979900598526
datas/articles/lvmh/articles_LVMH_2010-10.csv,0.0,Neutre,0.9913090467453003
datas/articles/lvmh/articles_LVMH_2010-11.csv,0.0,Neutre,0.9998990297317505
datas/articles/lvmh/articles_LVMH_2010-12.csv,0.0,Neutre,0.9834243655204773
datas/articles/lvmh/articles_LVMH_2011-02.csv,0.42857142857142855,Positif,0.9865515657833644
datas/articles/lvmh/articles_LVMH_2011-03.csv,0.0,Neutre,0.9965555301079383
datas/articles/lvmh/articles_LVMH_2011-04.csv,0.0,Neutre,0.989155575633049
datas/articles/lvmh/articles_LVMH_2011-05.csv,0.0,Neutre,0.9952251513799032
datas/articles/lvmh/articles_LVMH_2011-06.csv,0.0,Neutre,0.9878912965456644
datas/articles/lvmh/articles_LVMH_2011-07.csv,0.2,Positif-,0.9707460880279541
datas/articles/lvmh/articles_LVMH_2011-08.csv,0.0,Neutre,0.999894400437673
datas/articles/lvmh/articles_LVMH_2011-09.csv,0.0,Neutre,0.9199240505695343
datas/articles/lvmh/articles_LVMH_2011-10.csv,0.0,Neutre,0.9997374415397644
datas/articles/lvmh/articles_LVMH_2011-11.csv,0.14285714285714285,Positif-,0.9993568062782288
datas/articles/lvmh/articles_LVMH_2011-12.csv,0.0,Neutre,0.9998076955477396
datas/articles/lvmh/articles_LVMH_2012-01.csv,0.2,Positif-,0.9793578386306763
datas/articles/lvmh/articles_LVMH_2012-02.csv,0.6666666666666666,Positif+,0.9999327460924784
datas/articles/lvmh/articles_LVMH_2012-03.csv,0.18181818181818182,Positif-,0.9981167641553012
datas/articles/lvmh/articles_LVMH_2012-04.csv,0.2222222222222222,Positif-,0.9795011281967163
datas/articles/lvmh/articles_LVMH_2012-05.csv,0.2727272727272727,Positif-,0.9861046888611533
datas/articles/lvmh/articles_LVMH_2012-06.csv,0.0,Neutre,0.9998185634613037
datas/articles/lvmh/articles_LVMH_2012-07.csv,0.0,Neutre,0.9954647243022918
datas/articles/lvmh/articles_LVMH_2012-08.csv,0.0,Neutre,0.9989264607429504
datas/articles/lvmh/articles_LVMH_2012-09.csv,0.0,Neutre,0.9986535757780075
datas/articles/lvmh/articles_LVMH_2012-10.csv,0.0,Neutre,0.9988787770271301
datas/articles/lvmh/articles_LVMH_2012-11.csv,0.0,Neutre,0.9940453842282295
datas/articles/lvmh/articles_LVMH_2012-12.csv,0.0,Neutre,0.9898480971654257
datas/articles/lvmh/articles_LVMH_2013-01.csv,0.23076923076923078,Positif-,0.9986100838734553
datas/articles/lvmh/articles_LVMH_2013-02.csv,0.16666666666666666,Positif-,0.9680671592553457
datas/articles/lvmh/articles_LVMH_2013-03.csv,0.15384615384615385,Positif-,0.9600266447434058
datas/articles/lvmh/articles_LVMH_2013-04.csv,0.2,Positif-,0.9970056533813476
datas/articles/lvmh/articles_LVMH_2013-05.csv,-0.2857142857142857,Negative+,0.9636437382016864
datas/articles/lvmh/articles_LVMH_2013-06.csv,0.0,Neutre,0.972452632018498
datas/articles/lvmh/articles_LVMH_2013-07.csv,0.16666666666666666,Positif-,0.9930953979492188
datas/articles/lvmh/articles_LVMH_2013-08.csv,0.0,Neutre,0.9984550952911377
datas/articles/lvmh/articles_LVMH_2013-09.csv,0.14285714285714285,Positif-,0.9558409367288861
datas/articles/lvmh/articles_LVMH_2013-10.csv,-0.15384615384615385,Negative+,0.9036193902675922
datas/articles/lvmh/articles_LVMH_2013-11.csv,0.125,Positif-,0.9953580275177956
datas/articles/lvmh/articles_LVMH_2013-12.csv,0.0,Neutre,0.9999277591705322
datas/articles/lvmh/articles_LVMH_2014-01.csv,0.0,Neutre,0.9955151677131653
datas/articles/lvmh/articles_LVMH_2014-02.csv,0.0,Neutre,0.9998805284500122
datas/articles/lvmh/articles_LVMH_2014-03.csv,0.13333333333333333,Positif-,0.9826122999191285
datas/articles/lvmh/articles_LVMH_2014-04.csv,0.09090909090909091,Positif-,0.9972882433371111
datas/articles/lvmh/articles_LVMH_2014-05.csv,0.0,Neutre,0.9960705529559742
datas/articles/lvmh/articles_LVMH_2014-06.csv,0.0,Neutre,0.9597309960259331
datas/articles/lvmh/articles_LVMH_2014-07.csv,-0.3333333333333333,Negative,0.8950650460190244
datas/articles/lvmh/articles_LVMH_2014-08.csv,0.0,Neutre,0.9931309719880422
datas/articles/lvmh/articles_LVMH_2014-09.csv,0.06666666666666667,Positif-,0.9662799914677938
datas/articles/lvmh/articles_LVMH_2014-10.csv,0.0,Neutre,0.9996059428561818
datas/articles/lvmh/articles_LVMH_2014-11.csv,0.07142857142857142,Positif-,0.9781894939286369
datas/articles/lvmh/articles_LVMH_2014-12.csv,0.25,Positif-,0.9965734034776688
datas/articles/lvmh/articles_LVMH_2015-01.csv,0.3333333333333333,Positif,0.9513778388500214
datas/articles/lvmh/articles_LVMH_2015-02.csv,0.5,Positif,0.9461116790771484
datas/articles/lvmh/articles_LVMH_2015-03.csv,0.25,Positif-,0.9989683479070663
datas/articles/lvmh/articles_LVMH_2015-04.csv,0.4166666666666667,Positif,0.9838393926620483
datas/articles/lvmh/articles_LVMH_2015-05.csv,-0.2,Negative+,0.9598419070243835
datas/articles/lvmh/articles_LVMH_2015-06.csv,0.0,Neutre,0.9794995718532138
datas/articles/lvmh/articles_LVMH_2015-07.csv,0.14285714285714285,Positif-,0.9643950888088771
