,Asset Name,Opening Price,Closing Price,Highest Price,Lowest Price,Date Highest Price,Date Lowest Price,Monthly Percent Change,Moyenne_Sentiment,Label_Moyen,Moyenne_Score_Confiance
2012-09-01,AIRBUS SE,20.31110382080078,16.820980072021484,20.71055793762207,16.560318586833716,2012-09-04 00:00:00+02:00,2012-09-27 00:00:00+02:00,-17.321126025348622,0.3478260869565217,Positif,0.9554623987363732
2012-10-01,AIRBUS SE,16.631412506103516,18.48987579345703,18.7674617767334,16.631412506103516,2012-10-11 00:00:00+02:00,2012-10-01 00:00:00+02:00,9.921512981347846,0.0,Neutre,0.9223722304616656
2012-11-01,AIRBUS SE,18.58127489707193,17.11549186706543,18.65236482140904,16.458763122558594,2012-11-08 00:00:00+01:00,2012-11-28 00:00:00+01:00,-7.433170139941946,0.2692307692307692,Positif-,0.9169431019287844
2012-12-01,AIRBUS SE,17.50478744506836,20.06398582458496,20.30433464050293,17.50478744506836,2012-12-19 00:00:00+01:00,2012-12-03 00:00:00+01:00,17.22704775545005,0.4615384615384615,Positif,0.9756008111513578
2013-01-01,AIRBUS SE,20.040290066035485,23.58119010925293,24.25823211669922,20.040290066035485,2013-01-28 00:00:00+01:00,2013-01-02 00:00:00+01:00,17.529938046299055,0.2195121951219512,Positif-,0.9610350611733228
2013-02-01,AIRBUS SE,23.367922792878613,26.255489349365234,26.255489349365234,23.367922792878613,2013-02-28 00:00:00+01:00,2013-02-01 00:00:00+01:00,11.340815402963678,0.1212121212121212,Positif-,0.9434320204185715
2013-03-01,AIRBUS SE,26.285951614379883,26.766651153564453,28.682662963867188,26.285951614379883,2013-03-18 00:00:00+01:00,2013-03-01 00:00:00+01:00,1.9468759366756183,0.5,Positif,0.9586096291358654
2013-04-01,AIRBUS SE,27.264272513565867,27.02054023742676,28.300135534086746,24.728773864248343,2013-04-03 00:00:00+02:00,2013-04-17 00:00:00+02:00,0.9485276376402174,0.2692307692307692,Positif-,0.9745629865389605
2013-05-01,AIRBUS SE,27.186410903930664,31.976778030395508,32.00550448515915,27.186410903930664,2013-05-29 00:00:00+02:00,2013-05-02 00:00:00+02:00,18.342482235435664,0.0909090909090909,Positif-,0.9532294490120627
2013-06-01,AIRBUS SE,32.23542022705078,30.30471420288086,32.23542022705078,28.94594228163232,2013-06-03 00:00:00+02:00,2013-06-25 00:00:00+02:00,-5.228994071651838,0.2,Positif-,0.9608469188213348
2013-07-01,AIRBUS SE,30.093442916870117,32.67984771728516,33.09877398106742,29.24465560913086,2013-07-31 00:00:00+02:00,2013-07-03 00:00:00+02:00,7.837505077604434,0.303030303030303,Positif-,0.9552376920526678
2013-08-01,AIRBUS SE,32.865630429893,31.878427505493164,33.506772073167255,31.087931048514157,2013-08-12 00:00:00+02:00,2013-08-29 00:00:00+02:00,-2.452337656910508,0.0454545454545454,Positif-,0.9810340756719764
2013-09-01,AIRBUS SE,32.0204963684082,34.3009147644043,34.46119689941406,32.0204963684082,2013-09-27 00:00:00+02:00,2013-09-02 00:00:00+02:00,7.599142895281452,0.1666666666666666,Positif-,0.9355795224507648
2013-10-01,AIRBUS SE,34.297265835278175,36.53032684326172,36.96017407887417,34.297265835278175,2013-10-07 00:00:00+02:00,2013-10-01 00:00:00+02:00,6.49957032974231,0.0178571428571428,Positif-,0.942034162580967
2013-11-01,AIRBUS SE,36.81446075439453,38.3153076171875,39.26973342895508,36.81446075439453,2013-11-18 00:00:00+01:00,2013-11-01 00:00:00+01:00,4.8862983941657,0.1162790697674418,Positif-,0.9365650235220444
2013-12-01,AIRBUS SE,38.04573992879391,40.9891471862793,41.14214706420898,35.597760862167405,2013-12-27 00:00:00+01:00,2013-12-10 00:00:00+01:00,6.978515208089742,0.1470588235294117,Positif-,0.9820159656160018
2014-01-01,AIRBUS SE,40.72686724767077,38.78159713745117,41.67400720608092,38.01659393310547,2014-01-21 00:00:00+01:00,2014-01-27 00:00:00+01:00,-5.385694019921161,0.2558139534883721,Positif-,0.975529638833778
2014-02-01,AIRBUS SE,38.35173797607422,38.8253059387207,39.408164978027344,37.30989074707031,2014-02-27 00:00:00+01:00,2014-02-05 00:00:00+01:00,0.1127050057134537,0.25,Positif-,0.9350227733453116
2014-03-01,AIRBUS SE,37.87088516548243,38.41002655029297,38.869022369384766,35.78718275912187,2014-03-05 00:00:00+01:00,2014-03-14 00:00:00+01:00,-1.0696100864811875,0.1525423728813559,Positif-,0.9454242576987056
2014-04-01,AIRBUS SE,37.80531644639945,36.147830963134766,39.09487533569336,35.09503879372044,2014-04-04 00:00:00+02:00,2014-04-14 00:00:00+02:00,-5.8895965203152105,0.2325581395348837,Positif-,0.9647399395011192
2014-05-01,AIRBUS SE,35.892825377718104,40.73812484741211,40.73812484741211,35.10961151123047,2014-05-29 00:00:00+02:00,2014-05-09 00:00:00+02:00,12.698670326744477,0.2692307692307692,Positif-,0.9901295052124904
2014-06-01,AIRBUS SE,40.73035430908203,38.39413070678711,41.671058452476,37.70609312395777,2014-06-06 00:00:00+02:00,2014-06-27 00:00:00+02:00,-5.753809605632599,0.0784313725490196,Positif-,0.954406502200108
2014-07-01,AIRBUS SE,37.91599945972755,34.934505462646484,37.91599945972755,33.62451171875,2014-07-01 00:00:00+02:00,2014-07-21 00:00:00+02:00,-9.010818009037646,0.1833333333333333,Positif-,0.9532190501689912
2014-08-01,AIRBUS SE,33.43791613781653,36.12788009643555,36.29891204833984,32.4661158686324,2014-08-28 00:00:00+02:00,2014-08-08 00:00:00+02:00,3.416034141559754,0.15625,Positif-,0.9583165179938078
2014-09-01,AIRBUS SE,36.33778762817383,38.88780975341797,38.88780975341797,36.26393127441406,2014-09-30 00:00:00+02:00,2014-09-02 00:00:00+02:00,7.63933463467934,0.25,Positif-,0.9446149644526568
2014-10-01,AIRBUS SE,38.34359796385507,36.20562362670898,38.83338928222656,33.088067647327634,2014-10-01 00:00:00+02:00,2014-10-17 00:00:00+02:00,-6.89724143302578,0.1875,Positif-,0.9532852619886398
2014-11-01,AIRBUS SE,37.09191131591797,38.654571533203125,38.654571533203125,36.22894287109375,2014-11-28 00:00:00+01:00,2014-11-18 00:00:00+01:00,6.763998686346473,0.1159420289855072,Positif-,0.9557253994803496
2014-12-01,AIRBUS SE,37.80716323852539,32.14735794067383,38.557395935058594,31.093923568725582,2014-12-08 00:00:00+01:00,2014-12-16 00:00:00+01:00,-16.834266516031082,0.1509433962264151,Positif-,0.9714648959771642
2015-01-01,AIRBUS SE,31.99964555390516,37.360130310058594,39.78186893887338,31.99964555390516,2015-01-27 00:00:00+01:00,2015-01-02 00:00:00+01:00,16.21524350151775,0.0714285714285714,Positif-,0.9644997684018952
2015-02-01,AIRBUS SE,36.71096420420991,43.06269073486328,43.06269073486328,36.45829391479492,2015-02-27 00:00:00+01:00,2015-02-02 00:00:00+01:00,15.26375946089611,0.1489361702127659,Positif-,0.9370862930379016
2015-03-01,AIRBUS SE,42.845001487793816,47.315311431884766,49.62432861328125,42.845001487793816,2015-03-16 00:00:00+01:00,2015-03-02 00:00:00+01:00,9.87541796494986,0.0545454545454545,Positif-,0.941351572491906
2015-04-01,AIRBUS SE,46.537867284772,48.24824905395508,51.06259536743164,46.537867284772,2015-04-23 00:00:00+02:00,2015-04-01 00:00:00+02:00,1.971745707334871,0.0545454545454545,Positif-,0.9193537441166963
2015-05-01,AIRBUS SE,48.76913833618164,51.867462158203125,52.96257192951949,46.094722747802734,2015-05-28 00:00:00+02:00,2015-05-14 00:00:00+02:00,7.501232014037962,0.0,Neutre,0.9507836269550636
2015-06-01,AIRBUS SE,50.42899315550162,48.64331817626953,51.43757629394531,47.56859970092773,2015-06-23 00:00:00+02:00,2015-06-18 00:00:00+02:00,-6.216120565335348,0.0,Neutre,0.9547473074959928
2015-07-01,AIRBUS SE,49.01532873460677,53.289398193359375,53.818485260009766,47.02297460599364,2015-07-16 00:00:00+02:00,2015-07-08 00:00:00+02:00,9.551322136894068,0.1228070175438596,Positif-,0.9658505163694684
2015-08-01,AIRBUS SE,53.31419480240783,47.83314514160156,55.711647033691406,45.18769073486328,2015-08-06 00:00:00+02:00,2015-08-24 00:00:00+02:00,-10.238909120271767,0.15625,Positif-,0.964955797418952
2015-09-01,AIRBUS SE,47.06431198120117,44.35271835327149,48.00675201416016,42.85637853835045,2015-09-09 00:00:00+02:00,2015-09-29 00:00:00+02:00,-7.276182191296199,0.2,Positif-,0.9716917352242904
2015-10-01,AIRBUS SE,44.18737411499024,53.04138946533203,53.04138946533203,44.18737411499024,2015-10-30 00:00:00+01:00,2015-10-01 00:00:00+02:00,19.589940447065437,0.1636363636363636,Positif-,0.9334240133112128
2015-11-01,AIRBUS SE,51.28877089011142,56.16632843017578,56.17459487915039,51.25570024762835,2015-11-26 00:00:00+01:00,2015-11-16 00:00:00+01:00,5.891510377732878,0.1551724137931034,Positif-,0.9653152525424956
2015-12-01,AIRBUS SE,56.488746643066406,52.00800323486328,56.488746643066406,50.982887268066406,2015-12-01 00:00:00+01:00,2015-12-15 00:00:00+01:00,-7.403590926335868,0.0172413793103448,Positif-,0.9397865811298634
2016-01-01,AIRBUS SE,50.92501831054688,46.444278717041016,50.94155502319336,44.63379669189453,2016-01-06 00:00:00+01:00,2016-01-21 00:00:00+01:00,-10.6978237420441,0.1269841269841269,Positif-,0.9470620472279806
2016-02-01,AIRBUS SE,47.50245666503906,48.41183853149414,48.41183853149414,41.37657928466797,2016-02-29 00:00:00+01:00,2016-02-11 00:00:00+01:00,4.236387922913742,0.2063492063492063,Positif-,0.9801098694877018
2016-03-01,AIRBUS SE,48.99052810668945,49.45348358154297,51.09862518310547,47.74220657348633,2016-03-23 00:00:00+01:00,2016-03-17 00:00:00+01:00,2.151632909729684,0.3,Positif-,0.9567746390899022
2016-04-01,AIRBUS SE,47.51072692871094,45.61757278442383,48.46144104003906,45.27862692994168,2016-04-26 00:00:00+02:00,2016-04-28 00:00:00+02:00,-7.756603821031483,0.2181818181818181,Positif-,0.958400880206715
2016-05-01,AIRBUS SE,45.6345100402832,49.70730209350586,50.04539108276367,44.33913117411559,2016-05-25 00:00:00+02:00,2016-05-19 00:00:00+02:00,8.965249704119449,0.0983606557377049,Positif-,0.974885962048515
2016-06-01,AIRBUS SE,49.66281728093985,46.166316986083984,49.86744689941406,42.825508897718976,2016-06-01 00:00:00+02:00,2016-06-24 00:00:00+02:00,-7.123671891829542,0.28,Positif-,0.9436340099573136
2016-07-01,AIRBUS SE,46.29977035522461,47.62541961669922,48.06136703491211,43.31484619179805,2016-07-28 00:00:00+02:00,2016-07-06 00:00:00+02:00,3.160535052113977,0.3333333333333333,Positif,0.9663935273885726
2016-08-01,AIRBUS SE,47.073804801101325,46.815799713134766,47.073804801101325,44.28461081415142,2016-08-01 00:00:00+02:00,2016-08-18 00:00:00+02:00,-1.699974320605402,0.196078431372549,Positif-,0.95868995142918
2016-09-01,AIRBUS SE,46.32645797729492,46.94035339355469,49.23576736450195,46.14852358699268,2016-09-09 00:00:00+02:00,2016-09-02 00:00:00+02:00,0.2660505239323596,0.2058823529411764,Positif-,0.9542697957333396
2016-10-01,AIRBUS SE,47.73218099904359,48.62187576293945,49.15568923950195,46.486602783203125,2016-10-26 00:00:00+02:00,2016-10-13 00:00:00+02:00,3.582253323247575,0.2539682539682539,Positif-,0.962840113374922
2016-11-01,AIRBUS SE,48.30158996582031,53.577484130859375,53.577484130859375,44.92074281174639,2016-11-30 00:00:00+01:00,2016-11-09 00:00:00+01:00,10.192137366483877,0.293103448275862,Positif-,0.9332086413071072
2016-12-01,AIRBUS SE,53.292781829833984,55.3924560546875,57.48324966430664,51.97603225708008,2016-12-16 00:00:00+01:00,2016-12-05 00:00:00+01:00,3.3875646706276408,0.2253521126760563,Positif-,0.94923992392043
2017-01-01,AIRBUS SE,55.41915584576432,56.19318389892578,58.4530143737793,55.41915584576432,2017-01-25 00:00:00+01:00,2017-01-02 00:00:00+01:00,1.4455539639689263,0.1052631578947368,Positif-,0.9750846305437256
2017-02-01,AIRBUS SE,56.344440353233,60.64166641235352,61.34452438354492,55.81951904296875,2017-02-23 00:00:00+01:00,2017-02-03 00:00:00+01:00,7.916409437538152,0.0909090909090909,Positif-,0.9703466111963446
2017-03-01,AIRBUS SE,61.71820549441777,63.39083480834961,63.46201211160229,61.32673401340677,2017-03-31 00:00:00+02:00,2017-03-23 00:00:00+01:00,4.533464462045278,0.175438596491228,Positif-,0.9582285232711256
2017-04-01,AIRBUS SE,63.56875583921303,67.16216278076172,67.81510419017714,62.927127838134766,2017-04-28 00:00:00+02:00,2017-04-18 00:00:00+02:00,5.949326876375771,0.3461538461538461,Positif,0.9373346853714722
2017-05-01,AIRBUS SE,67.20751953125,68.68177032470703,70.082275390625,66.96265639313118,2017-05-15 00:00:00+02:00,2017-05-03 00:00:00+02:00,2.262594712599997,0.2244897959183673,Positif-,0.9843554302137724
2017-06-01,AIRBUS SE,68.75696563720703,68.315185546875,72.394547124695,67.74181866871187,2017-06-20 00:00:00+02:00,2017-06-30 00:00:00+02:00,-0.5337439266619448,0.3846153846153846,Positif,0.9184846135286184
2017-07-01,AIRBUS SE,68.40918545598676,66.14391326904297,70.44886016845703,66.14391326904297,2017-07-14 00:00:00+02:00,2017-07-31 00:00:00+02:00,-3.1783157148013497,0.2909090909090909,Positif-,0.9638382922519336
2017-08-01,AIRBUS SE,66.19091033935547,65.871337890625,69.1047377190027,64.34861755371094,2017-08-07 00:00:00+02:00,2017-08-29 00:00:00+02:00,-0.4120944240315172,0.0377358490566037,Positif-,0.9703397694623696
2017-09-01,AIRBUS SE,66.65148757248521,75.1485824584961,75.59976486715746,66.12511444091797,2017-09-28 00:00:00+02:00,2017-09-08 00:00:00+02:00,14.083886656857247,0.2941176470588235,Positif-,0.9394812969600452
2017-10-01,AIRBUS SE,75.07338479908142,80.28069305419922,81.86919298598669,71.01282972414465,2017-10-27 00:00:00+02:00,2017-10-09 00:00:00+02:00,6.829284635591826,0.1875,Positif-,0.9185983422212304
2017-11-01,AIRBUS SE,83.06292510745988,81.73760223388672,83.06292510745988,77.07547155164659,2017-11-01 00:00:00+01:00,2017-11-13 00:00:00+01:00,1.8147690612285936,0.2962962962962963,Positif-,0.9648679803918908
2017-12-01,AIRBUS SE,82.05718954195339,78.48538970947266,83.52349090576172,78.43838960164182,2017-12-07 00:00:00+01:00,2017-12-29 00:00:00+01:00,-3.9788450303546608,0.3492063492063492,Positif,0.948009334859394
2018-01-01,AIRBUS SE,78.69218324755906,84.45403289794922,88.0258278690369,77.63944244384766,2018-01-23 00:00:00+01:00,2018-01-02 00:00:00+01:00,7.604782508656105,0.2153846153846154,Positif-,0.9130724984865922
2018-02-01,AIRBUS SE,87.60285186767578,92.31197357177734,93.19553640223532,76.23892273529688,2018-02-27 00:00:00+01:00,2018-02-06 00:00:00+01:00,9.304399570028044,0.5,Positif,0.9500570827060276
2018-03-01,AIRBUS SE,92.03939230563012,88.42060089111328,92.54695892333984,86.96368902244757,2018-03-12 00:00:00+01:00,2018-03-26 00:00:00+02:00,-4.215458222912238,0.25,Positif-,0.9761765875986644
2018-04-01,AIRBUS SE,87.76264953613281,93.4859848022461,93.4859848022461,85.22479248046875,2018-04-30 00:00:00+02:00,2018-04-12 00:00:00+02:00,5.728737262677774,0.2033898305084746,Positif-,0.955150646678472
2018-05-01,AIRBUS SE,92.97967529296876,92.33007049560548,96.31368255615234,90.73471712718998,2018-05-22 00:00:00+02:00,2018-05-16 00:00:00+02:00,-1.2364573246843036,0.2291666666666666,Positif-,0.9387425370514392
2018-06-01,AIRBUS SE,93.54330444335938,94.403076171875,100.03936767578124,90.64873653072064,2018-06-15 00:00:00+02:00,2018-06-27 00:00:00+02:00,2.245211841756589,0.25,Positif-,0.9331613024075824
2018-07-01,AIRBUS SE,94.4699478149414,102.61868286132812,104.2426986694336,93.218505859375,2018-07-27 00:00:00+02:00,2018-07-04 00:00:00+02:00,8.702689597206948,0.2272727272727272,Positif-,0.9418109248984944
2018-08-01,AIRBUS SE,101.62516784667967,103.51667022705078,104.83499145507812,101.24305725097656,2018-08-30 00:00:00+02:00,2018-08-16 00:00:00+02:00,0.8750720051007965,0.14,Positif-,0.9393181312084198
2018-09-01,AIRBUS SE,101.26215362548828,103.59310150146484,103.59310150146484,98.12876669761826,2018-09-28 00:00:00+02:00,2018-09-06 00:00:00+02:00,0.0738347497523106,0.2586206896551724,Positif-,0.9712385175556972
2018-10-01,AIRBUS SE,103.65040885111743,91.3843231201172,103.65040885111743,89.12025451660156,2018-10-01 00:00:00+02:00,2018-10-26 00:00:00+02:00,-11.785319875933077,0.3225806451612903,Positif-,0.9418080756741184
2018-11-01,AIRBUS SE,93.1325225830078,90.82069396972656,93.8872102761678,87.14276885986328,2018-11-02 00:00:00+01:00,2018-11-21 00:00:00+01:00,-0.6167678778446262,0.3653846153846153,Positif,0.9456003445845385
2018-12-01,AIRBUS SE,92.2727508544922,79.63408660888672,92.2727508544922,78.07694244384766,2018-12-03 00:00:00+01:00,2018-12-27 00:00:00+01:00,-12.317244971249286,0.203125,Positif-,0.9409168642014264
2019-01-01,AIRBUS SE,79.65319061279297,95.89334869384766,95.89334869384766,77.4655473040115,2019-01-31 00:00:00+01:00,2019-01-03 00:00:00+01:00,20.41746540626046,0.35,Positif,0.954167328774929
2019-02-01,AIRBUS SE,95.85513417338778,108.006591796875,108.57978006115631,94.50816345214844,2019-02-25 00:00:00+01:00,2019-02-08 00:00:00+01:00,12.631995094571668,-0.0727272727272727,Negative+,0.92816734530709
2019-03-01,AIRBUS SE,108.67530822753906,111.44569396972656,113.89126615416563,106.65006446000874,2019-03-20 00:00:00+01:00,2019-03-11 00:00:00+01:00,3.184159518077734,0.2580645161290322,Positif-,0.9597777868470838
2019-04-01,AIRBUS SE,113.3563003540039,119.0974578857422,119.0974578857422,111.44569396972656,2019-04-30 00:00:00+02:00,2019-04-10 00:00:00+02:00,6.865912574508415,0.3015873015873015,Positif-,0.9369307491514418
2019-05-01,AIRBUS SE,117.89620971679688,111.21188354492188,118.26434326171876,111.03750610351562,2019-05-17 00:00:00+02:00,2019-05-30 00:00:00+02:00,-6.62111054325395,0.3666666666666666,Positif,0.9404580752054852
2019-06-01,AIRBUS SE,109.97188315052728,120.29869842529295,122.08118930893988,109.91376083993794,2019-06-18 00:00:00+02:00,2019-06-03 00:00:00+02:00,8.170722939604435,0.2678571428571428,Positif-,0.9629884074841228
2019-07-01,AIRBUS SE,122.06181996004857,124.5611801147461,129.46302607533048,119.25245685922953,2019-07-19 00:00:00+02:00,2019-07-02 00:00:00+02:00,3.543248385268427,0.0909090909090909,Positif-,0.9545104991305958
2019-08-01,AIRBUS SE,124.36743370212776,121.69369506835938,125.16179656982422,116.28809746544457,2019-08-01 00:00:00+02:00,2019-08-06 00:00:00+02:00,-2.302069588410438,0.26,Positif-,0.9330961453914642
2019-09-01,AIRBUS SE,121.5774432195827,115.41622924804688,124.05742645263672,114.29248809814452,2019-09-05 00:00:00+02:00,2019-09-24 00:00:00+02:00,-5.15841499987838,0.1071428571428571,Positif-,0.9385534950665064
2019-10-01,AIRBUS SE,115.74560681625888,125.29741668701172,125.62678628672508,111.63812255859376,2019-10-31 00:00:00+01:00,2019-10-02 00:00:00+02:00,8.561350083382703,0.1290322580645161,Positif-,0.970442614247722
2019-11-01,AIRBUS SE,125.2586761221284,128.62989807128906,132.19489305894905,125.2586761221284,2019-11-15 00:00:00+01:00,2019-11-01 00:00:00+01:00,2.6596568966794853,0.2,Positif-,0.9447808124802328
2019-12-01,AIRBUS SE,129.05615284361812,128.41677856445312,130.58677053278743,118.96184018727836,2019-12-27 00:00:00+01:00,2019-12-10 00:00:00+01:00,-0.1656842693895543,0.0816326530612244,Positif-,0.9653363811726472
2020-01-01,AIRBUS SE,127.11866391054564,129.7148895263672,134.65550231933594,126.26616393028463,2020-01-24 00:00:00+01:00,2020-01-08 00:00:00+01:00,1.0108577527215612,0.3269230769230769,Positif-,0.9555095388339117
2020-02-01,AIRBUS SE,128.7461528357574,105.69003295898438,133.8804923810582,103.17129851107924,2020-02-11 00:00:00+01:00,2020-02-28 00:00:00+01:00,-18.52127897969591,0.0425531914893617,Positif-,0.9161149326791156
2020-03-01,AIRBUS SE,104.81816357093808,57.93092346191406,108.90626525878906,46.75645822974141,2020-03-03 00:00:00+01:00,2020-03-18 00:00:00+01:00,-45.18790292704745,0.0555555555555555,Positif-,0.926297825243738
