Month,Asset Name,Open,Close,High,Low,Volume,Dividends,Splits,Date of High,Date of Low,Percent Change,PE Ratio,Beta
2001-09,AIRBUS SE,13.606858142188175,8.247013092041016,14.250038146972654,6.531861587427917,52928097,,,2001-09-04 00:00:00+02:00,2001-09-21 00:00:00+02:00,,33.866943,1.537
2001-10,AIRBUS SE,8.682949403156476,9.218932151794434,9.754916956930645,7.07499279975034,46139958,,,2001-10-29 00:00:00+01:00,2001-10-03 00:00:00+02:00,11.785103878292524,33.866943,1.537
2001-11,AIRBUS SE,9.047416201612634,9.53337574005127,10.412390082536005,8.575749818839729,40347151,,,2001-11-19 00:00:00+01:00,2001-11-12 00:00:00+01:00,3.4108461053770744,33.866943,1.537
2001-12,AIRBUS SE,9.326128104371056,9.747770309448242,10.891203402510197,9.326128104371056,19755943,,,2001-12-06 00:00:00+01:00,2001-12-03 00:00:00+01:00,2.2488840809689936,33.866943,1.537
2002-01,AIRBUS SE,9.747770309448242,9.29039478302002,10.648222558540404,8.947365148939683,26525882,,,2002-01-08 00:00:00+01:00,2002-01-31 00:00:00+01:00,-4.692104059785873,33.866943,1.537
2002-02,AIRBUS SE,9.290396723463994,10.412391662597656,10.576760591641907,9.083149726040949,21829067,,,2002-02-28 00:00:00+01:00,2002-02-05 00:00:00+01:00,12.076955885968399,33.866943,1.537
2002-03,AIRBUS SE,10.433830242914834,11.448626518249512,12.470570680084554,10.383804567281658,31403766,,,2002-03-18 00:00:00+01:00,2002-03-01 00:00:00+01:00,9.95193889386734,33.866943,1.537
2002-04,AIRBUS SE,11.448626518249512,11.87741470336914,12.206150703458329,10.8483248539901,38651590,,,2002-04-26 00:00:00+02:00,2002-04-05 00:00:00+02:00,3.745324248599835,33.866943,1.537
2002-05,AIRBUS SE,11.87741470336914,12.791498184204102,13.240195897588249,11.384310294770795,40982303,,,2002-05-24 00:00:00+02:00,2002-05-13 00:00:00+02:00,7.69598017467279,33.866943,1.537
2002-06,AIRBUS SE,12.475208030406606,11.452770233154297,12.945971577031923,10.319995419232326,33304420,,,2002-06-03 00:00:00+02:00,2002-06-26 00:00:00+02:00,-10.46576352332963,33.866943,1.537
2002-07,AIRBUS SE,11.195323238615464,11.805840492248535,13.026879453118282,9.768323560209215,49763299,,,2002-07-09 00:00:00+02:00,2002-07-23 00:00:00+02:00,3.082837181803799,33.866943,1.537
2002-08,AIRBUS SE,11.982379938108519,10.025771141052246,12.269247744435559,9.900724784150258,37693937,,,2002-08-09 00:00:00+02:00,2002-08-30 00:00:00+02:00,-15.077870587570995,33.866943,1.537
2002-09,AIRBUS SE,9.930148302441857,7.907339572906494,10.040483002983734,7.657246860222543,39530265,,,2002-09-02 00:00:00+02:00,2002-09-30 00:00:00+02:00,-21.1298616170428,33.866943,1.537
2002-10,AIRBUS SE,7.951473683239612,8.208922386169434,9.96692574297556,6.377360306088814,55312620,,,2002-10-17 00:00:00+02:00,2002-10-10 00:00:00+02:00,3.8139605676765775,33.866943,1.537
2002-11,AIRBUS SE,8.091229160977873,9.4078950881958,9.849234752906337,7.613113755128419,34943173,,,2002-11-06 00:00:00+01:00,2002-11-15 00:00:00+01:00,14.605725887315257,33.866943,1.537
2002-12,AIRBUS SE,9.275492176842466,7.245329856872559,9.849234481671248,7.098216004791032,34109924,,,2002-12-02 00:00:00+01:00,2002-12-31 00:00:00+01:00,-22.98670649544805,33.866943,1.537
2003-01,AIRBUS SE,7.245329999917588,7.134994029998779,8.606126403316832,6.539185903128336,41070222,,,2003-01-03 00:00:00+01:00,2003-01-27 00:00:00+01:00,-1.5228544324882631,33.866943,1.537
2003-02,AIRBUS SE,7.282107171562413,5.93602180480957,7.304174668915053,5.332856808036408,31503649,,,2003-02-03 00:00:00+01:00,2003-02-27 00:00:00+01:00,-16.804109718216743,33.866943,1.537
2003-03,AIRBUS SE,5.884532371040065,5.075407981872559,6.693655584598082,4.6561356654363655,47352259,,,2003-03-18 00:00:00+01:00,2003-03-11 00:00:00+01:00,-14.498158046517162,33.866943,1.537
2003-04,AIRBUS SE,5.148965660189039,6.127267837524414,6.362648852659134,5.053341928035192,49967502,,,2003-04-30 00:00:00+02:00,2003-04-01 00:00:00+02:00,20.72463651018208,33.866943,1.537
2003-05,AIRBUS SE,6.127267837524414,7.221283912658691,7.472923096718059,5.909709515306592,43298464,,,2003-05-30 00:00:00+02:00,2003-05-20 00:00:00+02:00,17.85487600908091,33.866943,1.537
2003-06,AIRBUS SE,7.434795629792426,8.143960952758789,8.753996338334883,7.030648913500959,62648698,,,2003-06-17 00:00:00+02:00,2003-06-03 00:00:00+02:00,12.777188257100281,33.866943,1.537
2003-07,AIRBUS SE,8.082958948288121,10.80523681640625,11.018748701162394,7.938075319828516,55248723,,,2003-07-31 00:00:00+02:00,2003-07-01 00:00:00+02:00,32.67790549445042,33.866943,1.537
2003-08,AIRBUS SE,10.767108817496974,10.980624198913574,11.239889060166533,10.340086477045821,30590530,,,2003-08-29 00:00:00+02:00,2003-08-08 00:00:00+02:00,1.6231701857845726,33.866943,1.537
2003-09,AIRBUS SE,11.01874792527889,10.09607219696045,12.559086822411976,9.760553495527198,47237941,,,2003-09-05 00:00:00+02:00,2003-09-30 00:00:00+02:00,-8.055571212797197,33.866943,1.537
2003-10,AIRBUS SE,10.126574099750277,13.344508171081543,13.756280545189814,9.905436587575615,60098669,,,2003-10-30 00:00:00+01:00,2003-10-01 00:00:00+02:00,32.17524509283003,33.866943,1.537
2003-11,AIRBUS SE,13.245379646931015,13.878289222717285,14.625577846540443,12.65821834607031,70012235,,,2003-11-10 00:00:00+01:00,2003-11-19 00:00:00+01:00,4.000005431391496,33.866943,1.537
