Month,Asset Name,Opening Price,Closing Price,Highest Price,Lowest Price,Date Highest Price,Date Lowest Price,Monthly Percent Change
2003-09,The AB Portfolios - AB Tax-Mana,6.987852573394775,6.79412841796875,7.084712028503418,6.79412841796875,2003-09-18 00:00:00-04:00,2003-09-30 00:00:00-04:00,
2003-10,The AB Portfolios - AB Tax-Mana,6.918664455413818,7.11930513381958,7.1677350997924805,6.918664455413818,2003-10-16 00:00:00-04:00,2003-10-01 00:00:00-04:00,4.786143208462468
2003-11,The AB Portfolios - AB Tax-Mana,7.1677350997924805,7.133142948150635,7.1677350997924805,6.980933189392089,2003-11-03 00:00:00-05:00,2003-11-20 00:00:00-05:00,0.19437029416422558
2003-12,The AB Portfolios - AB Tax-Mana,7.223086357116699,7.465238571166992,7.465238571166993,7.112387657165527,2003-12-31 00:00:00-05:00,2003-12-10 00:00:00-05:00,4.65567037462018
2004-01,The AB Portfolios - AB Tax-Mana,7.472158908843993,7.603610515594482,7.776578903198242,7.472158908843993,2004-01-26 00:00:00-05:00,2004-01-02 00:00:00-05:00,1.8535501994795478
2004-02,The AB Portfolios - AB Tax-Mana,7.617449760437012,7.652044773101807,7.776578903198242,7.55518102645874,2004-02-17 00:00:00-05:00,2004-02-04 00:00:00-05:00,0.6369902483562173
2004-03,The AB Portfolios - AB Tax-Mana,7.735067367553711,7.610530853271484,7.755823135375977,7.347622394561768,2004-03-05 00:00:00-05:00,2004-03-24 00:00:00-05:00,-0.5425206080373557
2004-04,The AB Portfolios - AB Tax-Mana,7.672799110412598,7.444483280181885,7.755823135375977,7.444483280181885,2004-04-05 00:00:00-04:00,2004-04-30 00:00:00-04:00,-2.1818132833430703
2004-05,The AB Portfolios - AB Tax-Mana,7.492914199829102,7.5482635498046875,7.569018840789795,7.188492774963379,2004-05-05 00:00:00-04:00,2004-05-17 00:00:00-04:00,1.3940560508622246
2004-06,The AB Portfolios - AB Tax-Mana,7.541346073150636,7.693554878234863,7.700473308563232,7.506751537322997,2004-06-08 00:00:00-04:00,2004-06-03 00:00:00-04:00,1.924831154496931
2004-07,The AB Portfolios - AB Tax-Mana,7.631288528442383,7.389134883880615,7.631288528442383,7.2576799392700195,2004-07-01 00:00:00-04:00,2004-07-26 00:00:00-04:00,-3.956818391137429
2004-08,The AB Portfolios - AB Tax-Mana,7.409889698028565,7.4098896980285645,7.430646419525146,7.112387657165527,2004-08-27 00:00:00-04:00,2004-08-12 00:00:00-04:00,0.28088287024270464
