Month,Asset Name,Open,Close,High,Low,Volume,Dividends,Splits,Date of High,Date of Low,Percent Change,PE Ratio,Beta
1980-12,Apple Inc.,0.09919210523366928,0.11773707717657089,0.12463696188932447,0.08711647242307663,1344851200,,,1980-12-29 00:00:00-05:00,1980-12-16 00:00:00-05:00,,27.457233,1.276
1981-01,Apple Inc.,0.11903078854084015,0.0974670946598053,0.11989328033304758,0.0974670946598053,608988800,,,1981-01-02 00:00:00-05:00,1981-01-30 00:00:00-05:00,-17.216311974830667,27.457233,1.276
1981-02,Apple Inc.,0.09229219018661694,0.09142971783876419,0.09962335132281494,0.08194158971309662,321619200,,,1981-02-06 00:00:00-05:00,1981-02-24 00:00:00-05:00,-6.194271863867174,27.457233,1.276
1981-03,Apple Inc.,0.09186094999313354,0.08452904969453812,0.09315469829825707,0.07460967451334,700716800,,,1981-03-23 00:00:00-05:00,1981-03-11 00:00:00-05:00,-7.547511145550468,27.457233,1.276
1981-04,Apple Inc.,0.0840978015269555,0.09789838641881943,0.10134832464582945,0.08366655558347702,536928000,,,1981-04-23 00:00:00-05:00,1981-04-01 00:00:00-05:00,15.81626289730449,27.457233,1.276
1981-05,Apple Inc.,0.09789838641881943,0.11428641527891159,0.11471843301761726,0.09272346645593643,590419200,,,1981-05-29 00:00:00-04:00,1981-05-14 00:00:00-04:00,16.73983551678011,27.457233,1.276
1981-06,Apple Inc.,0.11428641527891159,0.0897039994597435,0.11471843301761726,0.0897039994597435,950566400,,,1981-06-01 00:00:00-04:00,1981-06-30 00:00:00-04:00,-21.509481909267734,27.457233,1.276
1981-07,Apple Inc.,0.08927273072072922,0.08625403791666031,0.09056719689470596,0.07676592469215393,667430400,,,1981-07-08 00:00:00-04:00,1981-07-10 00:00:00-04:00,-3.8459394941821157,27.457233,1.276
1981-08,Apple Inc.,0.08625400751821564,0.06943479925394058,0.08970396110739262,0.06512156873941422,548620800,,,1981-08-05 00:00:00-04:00,1981-08-24 00:00:00-04:00,-19.499653661398064,27.457233,1.276
1981-09,Apple Inc.,0.07374721765518188,0.05261474847793579,0.07547215425430161,0.04916481301188469,743680000,,,1981-09-02 00:00:00-04:00,1981-09-25 00:00:00-04:00,-24.224237639817492,27.457233,1.276
1981-10,Apple Inc.,0.05261474847793579,0.06900357455015182,0.06943482083573949,0.05261474847793579,904176000,,,1981-10-28 00:00:00-05:00,1981-10-01 00:00:00-04:00,31.14873024450313,27.457233,1.276
1981-11,Apple Inc.,0.06900357455015182,0.06425908952951431,0.06943482083573949,0.06167164817452431,586678400,,,1981-11-02 00:00:00-05:00,1981-11-05 00:00:00-05:00,-6.875709050680001,27.457233,1.276
1981-12,Apple Inc.,0.06425908952951431,0.07633465528488159,0.07935416030662241,0.06253410875797272,1037120000,,,1981-12-18 00:00:00-05:00,1981-12-14 00:00:00-05:00,18.791996344456386,27.457233,1.276
1982-01,Apple Inc.,0.07633467089000584,0.07029726356267929,0.07633467089000584,0.06167164817452431,864214400,,,1982-01-04 00:00:00-05:00,1982-01-13 00:00:00-05:00,-7.909109826553484,27.457233,1.276
1982-02,Apple Inc.,0.07029728579894833,0.06296534836292267,0.07072851785160725,0.06296534836292267,608406400,,,1982-02-02 00:00:00-05:00,1982-02-23 00:00:00-05:00,-10.42987284024115,27.457233,1.276
1982-03,Apple Inc.,0.06339657306671143,0.05822167545557022,0.06382781892555033,0.04873354732990265,1199676800,,,1982-03-01 00:00:00-05:00,1982-03-17 00:00:00-05:00,-7.533783312069742,27.457233,1.276
1982-04,Apple Inc.,0.06124037131667137,0.05088977515697479,0.061671611489745634,0.05045853927731514,1749596800,,,1982-04-01 00:00:00-05:00,1982-04-28 00:00:00-04:00,-12.593076790087409,27.457233,1.276
1982-05,Apple Inc.,0.05261474847793579,0.04830232635140419,0.05649671227505348,0.04830232635140419,1243894400,,,1982-05-07 00:00:00-04:00,1982-05-19 00:00:00-04:00,-5.0844178375505695,27.457233,1.276
1982-06,Apple Inc.,0.0478710678666411,0.0439898855984211,0.0487335666868014,0.0439898855984211,803644800,,,1982-06-02 00:00:00-04:00,1982-06-09 00:00:00-04:00,-8.928018749262012,27.457233,1.276
