Month,Asset Name,Opening Price,Closing Price,Highest Price,Lowest Price,Date Highest Price,Date Lowest Price,Monthly Percent Change
2019-05,Coutts Managed Ambitious Fund 1,99.99278259277344,98.73287963867188,100.26276397705078,98.73287963867188,2019-05-22 00:00:00+01:00,2019-05-31 00:00:00+01:00,
2019-06,Coutts Managed Ambitious Fund 1,98.55288696289062,102.39261627197266,102.59259796142578,98.55288696289062,2019-06-20 00:00:00+01:00,2019-06-03 00:00:00+01:00,3.706705047694503
2019-07,Coutts Managed Ambitious Fund 1,103.39253997802734,105.39240264892578,106.09234619140625,103.39253997802734,2019-07-30 00:00:00+01:00,2019-07-01 00:00:00+01:00,2.9296901340865933
2019-08,Coutts Managed Ambitious Fund 1,105.39240264892578,103.69252014160156,105.39240264892578,101.89265441894531,2019-08-01 00:00:00+01:00,2019-08-15 00:00:00+01:00,-1.6129080129112516
2019-09,Coutts Managed Ambitious Fund 1,104.19348907470703,104.6934585571289,104.89344787597656,103.79351806640625,2019-09-12 00:00:00+01:00,2019-09-25 00:00:00+01:00,0.965294713794651
2019-10,Coutts Managed Ambitious Fund 1,104.59346771240234,103.89350891113281,104.59346771240234,102.29360961914062,2019-10-01 00:00:00+01:00,2019-10-03 00:00:00+01:00,-0.7640875151331272
2019-11,Coutts Managed Ambitious Fund 1,104.19348907470703,105.89338684082031,106.193359375,104.19348907470703,2019-11-27 00:00:00+00:00,2019-11-01 00:00:00+00:00,1.9249305857963916
2019-12,Coutts Managed Ambitious Fund 1,105.19342803955078,107.4932861328125,108.69320678710938,103.99349975585938,2019-12-24 00:00:00+00:00,2019-12-05 00:00:00+00:00,1.5108585528548435
2020-01,Coutts Managed Ambitious Fund 1,108.2932357788086,106.69332885742188,110.09312438964844,106.69332885742188,2020-01-17 00:00:00+00:00,2020-01-31 00:00:00+00:00,-0.7441927809354043
2020-02,Coutts Managed Ambitious Fund 1,107.09330749511719,100.79370880126953,110.2931137084961,100.79370880126953,2020-02-20 00:00:00+00:00,2020-02-28 00:00:00+00:00,-5.529511656756181
2020-03,Coutts Managed Ambitious Fund 1,101.80000305175781,89.33000183105469,103.5999984741211,83.55999755859375,2020-03-04 00:00:00+00:00,2020-03-23 00:00:00+00:00,-11.37343501549023
2020-04,Coutts Managed Ambitious Fund 1,87.33999633789062,95.52999877929688,95.9000015258789,87.16000366210938,2020-04-29 00:00:00+01:00,2020-04-03 00:00:00+01:00,6.9405539249489
2020-05,Coutts Managed Ambitious Fund 1,94.05999755859375,99.13999938964844,99.72000122070312,93.58000183105469,2020-05-28 00:00:00+01:00,2020-05-04 00:00:00+01:00,3.7789183047010733
2020-06,Coutts Managed Ambitious Fund 1,99.25,101.30000305175781,102.5,98.91999816894531,2020-06-08 00:00:00+01:00,2020-06-15 00:00:00+01:00,2.178740846688876
2020-07,Coutts Managed Ambitious Fund 1,101.0,100.4000015258789,103.5,100.4000015258789,2020-07-21 00:00:00+01:00,2020-07-31 00:00:00+01:00,-0.8884516276066234
2020-08,Coutts Managed Ambitious Fund 1,101.0999984741211,103.19999694824219,103.69999694824219,101.0999984741211,2020-08-24 00:00:00+01:00,2020-08-03 00:00:00+01:00,2.7888400197300323
2020-09,Coutts Managed Ambitious Fund 1,102.5999984741211,102.69999694824219,104.80000305175781,101.69999694824219,2020-09-15 00:00:00+01:00,2020-09-24 00:00:00+01:00,-0.4844961383581814
2020-10,Coutts Managed Ambitious Fund 1,103.19999694824219,100.5,105.4000015258789,100.5,2020-10-12 00:00:00+01:00,2020-10-30 00:00:00+00:00,-2.1421587279607412
2020-11,Coutts Managed Ambitious Fund 1,101.19999694824219,108.9000015258789,109.19999694824219,101.19999694824219,2020-11-16 00:00:00+00:00,2020-11-02 00:00:00+00:00,8.358210473511352
2020-12,Coutts Managed Ambitious Fund 1,109.5,111.69999694824219,112.30000305175781,109.5,2020-12-29 00:00:00+00:00,2020-12-01 00:00:00+00:00,2.571161967980218
2021-01,Coutts Managed Ambitious Fund 1,112.0999984741211,110.69999694824219,114.80000305175781,110.69999694824219,2021-01-08 00:00:00+00:00,2021-01-29 00:00:00+00:00,-0.8952551721763791
