Month,Asset Name,Open,Close,High,Low,Volume,Dividends,Splits,Date of High,Date of Low,Percent Change,PE Ratio,Beta
2000-01,APPLE INC.,1.4933586213113699,1.4640781879425049,1.7276110646375953,1.2444665419205962,13423200,,,2000-01-20 00:00:00+01:00,2000-01-13 00:00:00+01:00,,27.44,1.276
2000-02,APPLE INC.,1.5372818701398767,1.7715346813201904,1.778853831836174,1.4801825179643886,7173600,,,2000-02-16 00:00:00+01:00,2000-02-03 00:00:00+01:00,21.00000504821122,27.44,1.276
2000-03,APPLE INC.,1.727611802489451,1.976505160331726,2.196115719923638,1.7129704536050918,6462400,,,2000-03-23 00:00:00+01:00,2000-03-15 00:00:00+01:00,11.570221072882791,27.44,1.276
2000-04,APPLE INC.,2.0716695616987932,1.9618643522262573,2.1082717605845005,1.6617277276792486,3337600,,,2000-04-03 00:00:00+02:00,2000-04-17 00:00:00+02:00,-0.7407422150626508,27.44,1.276
2000-05,APPLE INC.,1.961864352226257,1.4201552867889404,2.020427703857422,1.2883881330490112,4233600,,,2000-05-02 00:00:00+02:00,2000-05-30 00:00:00+02:00,-27.61195313134691,27.44,1.276
2000-06,APPLE INC.,1.3469515222667678,0.8125628232955933,1.581203579902649,0.7686408519257236,4541600,,,2000-06-20 00:00:00+02:00,2000-06-30 00:00:00+02:00,-42.783522981289714,27.44,1.276
2000-07,APPLE INC.,0.8052421338474024,0.7979223132133484,0.9428662577229008,0.761320123496959,7896000,,,2000-07-13 00:00:00+02:00,2000-07-26 00:00:00+02:00,-1.8017696186081844,27.44,1.276
2000-08,APPLE INC.,0.790601372718811,0.9809315800666809,0.9809315800666809,0.7159340524967908,6227200,,,2000-08-31 00:00:00+02:00,2000-08-03 00:00:00+02:00,22.935724922433586,27.44,1.276
2000-09,APPLE INC.,1.002893454346858,0.4370267391204834,1.0541359096786518,0.42897466230574527,51335200,,,2000-09-05 00:00:00+02:00,2000-09-29 00:00:00+02:00,-55.44778575782262,27.44,1.276
2000-10,APPLE INC.,0.43922326085466684,0.3352733850479126,0.4465431850956162,0.30599211265881304,186373600,,,2000-10-02 00:00:00+02:00,2000-10-19 00:00:00+02:00,-23.28309573856957,27.44,1.276
