Month,Asset Name,Open,Close,High,Low,Volume,Dividends,Splits,Date of High,Date of Low,Percent Change,PE Ratio,Beta
2022-01,Thales S.A. (ADRs),14.381747357158131,15.0118408203125,16.338655471801758,14.381747357158131,146,,,2022-01-19 00:00:00+01:00,2022-01-14 00:00:00+01:00,,33.626373,0.595
2022-02,Thales S.A. (ADRs),15.036589144354323,20.749311447143555,23.795082767559464,14.345579180493607,3917,,,2022-02-28 00:00:00+01:00,2022-02-04 00:00:00+01:00,38.21963405758802,33.626373,0.595
2022-03,Thales S.A. (ADRs),19.02845307505104,21.120515823364258,24.066344359858377,18.935174616630274,3891,,,2022-03-09 00:00:00+01:00,2022-03-03 00:00:00+01:00,1.788996117612407,33.626373,0.595
2022-04,Thales S.A. (ADRs),21.049129372202145,22.581533432006836,24.06634718801527,20.73027614400346,760,,,2022-04-19 00:00:00+02:00,2022-04-01 00:00:00+02:00,6.917528060684708,33.626373,0.595
2022-05,Thales S.A. (ADRs),22.395930838734298,23.565536499023438,23.565536499023438,20.704701226197116,206,,,2022-05-31 00:00:00+02:00,2022-05-16 00:00:00+02:00,4.35755645195417,33.626373,0.595
2022-06,Thales S.A. (ADRs),21.38839238783474,21.897523880004883,23.148534774780273,20.879259084195887,5,,,2022-06-29 00:00:00+02:00,2022-06-17 00:00:00+02:00,-7.078186482568205,33.626373,0.595
2022-07,Thales S.A. (ADRs),21.722965240478516,22.847904205322266,23.599477998116072,21.078064618975834,650,,,2022-07-12 00:00:00+02:00,2022-07-06 00:00:00+02:00,4.340126904417696,33.626373,0.595
2022-08,Thales S.A. (ADRs),22.804260690397697,22.459991455078125,23.992238343084058,22.28058357720095,0,,,2022-08-02 00:00:00+02:00,2022-08-31 00:00:00+02:00,-1.6978045196538338,33.626373,0.595
2022-09,Thales S.A. (ADRs),22.576367931065626,21.359296798706055,23.197023391723633,20.46710639372846,50,,,2022-09-05 00:00:00+02:00,2022-09-28 00:00:00+02:00,-4.900690450277123,33.626373,0.595
2022-10,Thales S.A. (ADRs),20.995633119029517,24.118310928344727,24.32196169958266,20.607722588608162,0,,,2022-10-28 00:00:00+02:00,2022-10-13 00:00:00+02:00,12.917158067702928,33.626373,0.595
2022-11,Thales S.A. (ADRs),24.05042297408046,22.857601165771484,24.855337142944336,21.0829132005272,0,,,2022-11-08 00:00:00+01:00,2022-11-15 00:00:00+01:00,-5.227189276723399,33.626373,0.595
2022-12,Thales S.A. (ADRs),22.891543089297706,22.479324340820312,24.787275314331055,22.230478655198183,0,,,2022-12-08 00:00:00+01:00,2022-12-20 00:00:00+01:00,-1.6549279261973915,33.626373,0.595
2023-01,Thales S.A. (ADRs),22.55251663048648,22.86967658996582,23.586947123006183,21.30339397105509,0,,,2023-01-25 00:00:00+01:00,2023-01-16 00:00:00+01:00,1.7364945815416144,33.626373,0.595
2023-02,Thales S.A. (ADRs),22.94286714304374,24.933656692504883,26.090070724487305,22.128009263043513,50,,,2023-02-20 00:00:00+01:00,2023-02-08 00:00:00+01:00,9.024964102223665,33.626373,0.595
2023-03,Thales S.A. (ADRs),24.865345394967925,25.850980758666992,27.01227378845215,24.03096960702725,3207,,,2023-03-22 00:00:00+01:00,2023-03-16 00:00:00+01:00,3.679059503686277,33.626373,0.595
2023-04,Thales S.A. (ADRs),25.763151168823242,26.153501510620117,27.129378374102682,25.567976895162975,0,,,2023-04-21 00:00:00+02:00,2023-04-03 00:00:00+02:00,1.1702486446348859,33.626373,0.595
2023-05,Thales S.A. (ADRs),25.958328247070312,25.23583221435547,27.024200121541924,24.982450485229492,52,,,2023-05-22 00:00:00+02:00,2023-05-05 00:00:00+02:00,-3.5087817816364386,33.626373,0.595
2023-06,Thales S.A. (ADRs),25.037126008113205,26.229368209838867,26.428076305641472,24.242294664941145,0,,,2023-06-30 00:00:00+02:00,2023-06-08 00:00:00+02:00,3.9370050769248044,33.626373,0.595
2023-07,Thales S.A. (ADRs),26.229368209838867,26.030662536621094,27.024198329761234,24.838417906850047,0,,,2023-07-21 00:00:00+02:00,2023-07-25 00:00:00+02:00,-0.7575694222906826,33.626373,0.595
2023-08,Thales S.A. (ADRs),26.030662536621094,25.63324546813965,26.626783909002615,24.639708958788543,2000,,,2023-08-09 00:00:00+02:00,2023-08-18 00:00:00+02:00,-1.5267266744453445,33.626373,0.595
2023-09,Thales S.A. (ADRs),25.831954956054688,27.421613693237305,27.421613693237305,25.235831697726674,0,,,2023-09-29 00:00:00+02:00,2023-09-26 00:00:00+02:00,6.97675301132068,33.626373,0.595
2023-10,Thales S.A. (ADRs),25.434540315618626,26.62678337097168,29.011272430419922,24.24229621887207,100,,,2023-10-26 00:00:00+02:00,2023-10-06 00:00:00+02:00,-2.8985541520543223,33.626373,0.595
2023-11,Thales S.A. (ADRs),27.024199575480644,26.428077697753906,27.024199575480644,25.633246852230513,0,,,2023-11-01 00:00:00+01:00,2023-11-03 00:00:00+01:00,-0.746262402218667,33.626373,0.595
2023-12,Thales S.A. (ADRs),26.399999618530273,26.0,28.200000762939453,25.600000381469727,30,,,2023-12-01 00:00:00+01:00,2023-12-21 00:00:00+01:00,-1.6197837112847946,33.626373,0.595
2024-01,Thales S.A. (ADRs),25.799999237060547,26.200000762939453,27.200000762939453,25.600000381469727,30,,,2024-01-12 00:00:00+01:00,2024-01-03 00:00:00+01:00,0.7692337036132812,33.626373,0.595
2024-02,Thales S.A. (ADRs),26.0,26.399999618530273,28.0,25.200000762939453,180,,,2024-02-20 00:00:00+01:00,2024-02-13 00:00:00+01:00,0.7633543884232319,33.626373,0.595
2024-03,Thales S.A. (ADRs),26.399999618530273,30.600000381469727,33.20000076293945,26.0,255,,,2024-03-25 00:00:00+01:00,2024-03-04 00:00:00+01:00,15.90909402889329,33.626373,0.595
2024-04,Thales S.A. (ADRs),30.399999618530273,30.600000381469727,31.399999618530273,29.600000381469727,0,,,2024-04-09 00:00:00+02:00,2024-04-10 00:00:00+02:00,0.0,33.626373,0.595
