Month,Asset Name,Open,Close,High,Low,Volume,Dividends,Splits,Date of High,Date of Low,Percent Change,PE Ratio,Beta
2000-01,THALES,19.427190116171808,22.135927200317383,23.53399029926222,18.64078140258789,8827760,,,2000-01-17 00:00:00+01:00,2000-01-05 00:00:00+01:00,,34.977974,0.595
2000-02,THALES,21.757285451450258,23.883501052856445,30.640790057948944,21.553403105916853,9532186,,,2000-02-07 00:00:00+01:00,2000-02-21 00:00:00+01:00,7.894739789865257,34.977974,0.595
2000-03,THALES,23.883500738988946,24.75728416442871,29.18447139759623,22.368938166353793,6599640,,,2000-03-07 00:00:00+01:00,2000-03-01 00:00:00+01:00,3.658521879344656,34.977974,0.595
2000-04,THALES,26.038835298274762,22.77670669555664,26.76699839007477,21.55340003967285,3688602,,,2000-04-04 00:00:00+02:00,2000-04-19 00:00:00+02:00,-7.99997873643089,34.977974,0.595
2000-05,THALES,22.77670669555664,24.233013153076172,24.495149566710655,21.471849091060832,6110121,,,2000-05-31 00:00:00+02:00,2000-05-24 00:00:00+02:00,6.39384120358204,34.977974,0.595
2000-06,THALES,24.2330182982506,24.034957885742188,26.353412671213093,23.067965405749828,4956177,,,2000-06-20 00:00:00+02:00,2000-06-27 00:00:00+02:00,-0.8172952578488712,34.977974,0.595
2000-07,THALES,23.97087676144677,27.76122283935547,28.351887155086438,23.638838075370398,3595268,,,2000-07-25 00:00:00+02:00,2000-07-03 00:00:00+02:00,15.503521875624937,34.977974,0.595
2000-08,THALES,26.993356789387825,27.524946212768555,30.064811602133336,25.25089430278148,6499706,,,2000-08-22 00:00:00+02:00,2000-08-03 00:00:00+02:00,-0.8511030942482734,34.977974,0.595
2000-09,THALES,27.259153533789718,28.19830894470215,31.836805907504356,26.054200383740113,4573810,,,2000-09-13 00:00:00+02:00,2000-09-22 00:00:00+02:00,2.446372562287613,34.977974,0.595
2000-10,THALES,27.956136817950455,31.24614143371582,31.48241110269996,23.626569331556972,6986173,,,2000-10-30 00:00:00+01:00,2000-10-11 00:00:00+02:00,10.80856477950709,34.977974,0.595
2000-11,THALES,31.246144798202607,29.533214569091797,34.11085625698692,28.475919290209642,5926598,,,2000-11-08 00:00:00+01:00,2000-11-20 00:00:00+01:00,-5.4820428572204705,34.977974,0.595
2000-12,THALES,29.060674812554517,30.15340805053711,32.48652274444601,29.060674812554517,3678194,,,2000-12-07 00:00:00+01:00,2000-12-01 00:00:00+01:00,2.0999863729510126,34.977974,0.595
2001-01,THALES,30.153408050537106,26.898847579956055,32.48653355766746,25.25089286645517,5826913,,,2001-01-05 00:00:00+01:00,2001-01-29 00:00:00+01:00,-10.793342049848597,34.977974,0.595
2001-02,THALES,26.319997752507135,25.75887107849121,27.578111644853273,25.091414262038747,6560305,,,2001-02-12 00:00:00+01:00,2001-02-23 00:00:00+01:00,-4.238012420704251,34.977974,0.595
2001-03,THALES,25.747049330409393,28.1451473236084,28.351889326318112,25.22136076813737,5402705,,,2001-03-29 00:00:00+02:00,2001-03-13 00:00:00+01:00,9.263900727038221,34.977974,0.595
2001-04,THALES,28.647214796109616,27.731689453125,28.942548322709136,25.699794749380878,4905320,,,2001-04-19 00:00:00+02:00,2001-04-04 00:00:00+02:00,-1.4690200968910383,34.977974,0.595
