Month,Asset Name,Open,Close,High,Low,Volume,Dividends,Splits,Date of High,Date of Low,Percent Change,PE Ratio,Beta
2000-07,AIRBUS SE,12.855917576381138,12.473711967468262,13.203374808175223,12.091508947084051,7351000,,,2000-07-10 00:00:00+02:00,2000-07-18 00:00:00+02:00,,34.204163,1.537
2000-08,AIRBUS SE,12.47371355340362,12.230493545532227,12.612696307703978,11.188120291517173,1469600,,,2000-08-10 00:00:00+02:00,2000-08-23 00:00:00+02:00,-1.9498479888773623,34.204163,1.537
2000-09,AIRBUS SE,12.230494587169728,13.34235954284668,13.89829063819684,11.848289835251961,1937000,,,2000-09-29 00:00:00+02:00,2000-09-22 00:00:00+02:00,9.090933192312711,34.204163,1.537
2000-10,AIRBUS SE,13.272864177671181,16.643203735351562,16.643203735351562,13.203372478485107,1298600,,,2000-10-30 00:00:00+01:00,2000-10-02 00:00:00+02:00,24.73958359392725,34.204163,1.537
2000-11,AIRBUS SE,16.643198377395773,16.608455657958984,17.47709744382261,15.705063267980188,799900,,,2000-11-16 00:00:00+01:00,2000-11-24 00:00:00+01:00,-0.20878238315842346,34.204163,1.537
2000-12,AIRBUS SE,16.67794446840515,15.9830322265625,16.67794446840515,13.967777149440215,505400,,,2000-12-01 00:00:00+01:00,2000-12-15 00:00:00+01:00,-3.765692875223914,34.204163,1.537
2001-01,AIRBUS SE,15.983032226562502,15.9830322265625,16.538961992288524,15.149134960780808,388800,,,2001-01-02 00:00:00+01:00,2001-01-22 00:00:00+01:00,0.0,34.204163,1.537
2001-02,AIRBUS SE,15.913540517010363,15.566081047058105,16.2957448969144,14.801679233029787,372300,,,2001-02-07 00:00:00+01:00,2001-02-19 00:00:00+01:00,-2.608711373374173,34.204163,1.537
2001-03,AIRBUS SE,15.496589603125466,14.801671981811523,16.295741675681786,12.855917629442718,492700,,,2001-03-09 00:00:00+01:00,2001-03-23 00:00:00+01:00,-4.910735482718376,34.204163,1.537
2001-04,AIRBUS SE,15.010147889312584,14.245741844177246,15.010147889312584,13.342354869809165,201600,,,2001-04-02 00:00:00+02:00,2001-04-06 00:00:00+02:00,-3.7558604076445623,34.204163,1.537
2001-05,AIRBUS SE,14.245741844177246,16.230487823486328,17.0135373179855,13.75930342108586,322500,,,2001-05-24 00:00:00+02:00,2001-05-03 00:00:00+02:00,13.932205153081023,34.204163,1.537
2001-06,AIRBUS SE,16.301675234705687,15.660996437072754,17.938960029291092,14.806762385204623,553800,,,2001-06-08 00:00:00+02:00,2001-06-28 00:00:00+02:00,-3.5087755377844587,34.204163,1.537
2001-07,AIRBUS SE,15.874552866689305,16.088115692138672,16.693201582239027,14.94913387298584,569900,,,2001-07-27 00:00:00+02:00,2001-07-24 00:00:00+02:00,2.7272802007338504,34.204163,1.537
2001-08,AIRBUS SE,16.12370808221433,13.347439765930176,16.728797930115082,13.347439765930176,592200,,,2001-08-02 00:00:00+02:00,2001-08-31 00:00:00+02:00,-17.03540662345998,34.204163,1.537
2001-09,AIRBUS SE,13.31185114109279,8.39999008178711,14.1660858020431,6.54914374204741,1143700,,,2001-09-04 00:00:00+02:00,2001-09-21 00:00:00+02:00,-37.06665675893598,34.204163,1.537
2001-10,AIRBUS SE,8.542362170221748,9.396598815917969,9.645747990116632,7.182703002832568,652000,,,2001-10-29 00:00:00+01:00,2001-10-03 00:00:00+02:00,11.864403700805681,34.204163,1.537
2001-11,AIRBUS SE,9.254226684570312,9.681343078613281,10.464395173626992,8.577955099178695,554900,,,2001-11-20 00:00:00+01:00,2001-11-12 00:00:00+01:00,3.0302907283106695,34.204163,1.537
2001-12,AIRBUS SE,9.396595559963156,9.4321928024292,10.749140474530746,9.289816334974955,360500,,,2001-12-06 00:00:00+01:00,2001-12-03 00:00:00+01:00,-2.5735094207586906,34.204163,1.537
2002-01,AIRBUS SE,9.4321928024292,9.183038711547852,10.535581588745117,8.898293588277346,456700,,,2002-01-08 00:00:00+01:00,2002-01-31 00:00:00+01:00,-2.641528816259775,34.204163,1.537
2002-02,AIRBUS SE,9.254226684570312,10.393207550048828,10.535580116716767,9.111853320106773,294100,,,2002-02-28 00:00:00+01:00,2002-02-05 00:00:00+01:00,13.178304878309666,34.204163,1.537
2002-03,AIRBUS SE,10.322023320474415,11.461003303527832,12.386423547867356,10.286430000833489,478600,,,2002-03-18 00:00:00+01:00,2002-03-01 00:00:00+01:00,10.273977002162216,34.204163,1.537
2002-04,AIRBUS SE,11.461003303527832,11.852527618408203,12.101678398420278,10.820325801801557,283400,,,2002-04-26 00:00:00+02:00,2002-04-04 00:00:00+02:00,3.4161434606676755,34.204163,1.537
2002-05,AIRBUS SE,11.852527618408203,12.701582908630371,13.13388203761766,11.389817302833182,316400,,,2002-05-16 00:00:00+02:00,2002-05-13 00:00:00+02:00,7.163495564469269,34.204163,1.537
2002-06,AIRBUS SE,12.606303229228212,11.360330581665039,12.752887305230638,10.370881991573944,224400,,,2002-06-03 00:00:00+02:00,2002-06-26 00:00:00+02:00,-10.559725796490993,34.204163,1.537
2002-07,AIRBUS SE,11.287037844030401,11.94666862487793,12.899471788791361,9.894482973937908,270900,,,2002-07-09 00:00:00+02:00,2002-07-24 00:00:00+02:00,5.16127624102074,34.204163,1.537
2002-08,AIRBUS SE,12.019961895650653,10.114360809326172,12.166547556012048,9.894481609638197,198000,,,2002-08-09 00:00:00+02:00,2002-08-29 00:00:00+02:00,-15.3373954956458,34.204163,1.537
2002-09,AIRBUS SE,10.041066436781014,7.915584564208984,10.077712804956944,7.732353443273459,207000,,,2002-09-02 00:00:00+02:00,2002-09-30 00:00:00+02:00,-21.739151752325824,34.204163,1.537
2002-10,AIRBUS SE,7.915587254687283,7.9888763427734375,9.784541832066827,6.449736530887692,268700,,,2002-10-17 00:00:00+02:00,2002-10-10 00:00:00+02:00,0.9259174476620169,34.204163,1.537
2002-11,AIRBUS SE,8.135462283003614,9.308140754699707,9.71125063469335,7.629744005658707,134700,,,2002-11-06 00:00:00+01:00,2002-11-15 00:00:00+01:00,16.513766834301393,34.204163,1.537
2002-12,AIRBUS SE,9.234848714989646,7.219306945800781,9.74789571049546,7.219306945800781,139900,,,2002-12-02 00:00:00+01:00,2002-12-30 00:00:00+01:00,-22.440934918654598,34.204163,1.537
2003-01,AIRBUS SE,7.219306945800781,7.1460137367248535,8.648509761542265,6.486382447578465,179700,,,2003-01-03 00:00:00+01:00,2003-01-27 00:00:00+01:00,-1.015238853620981,34.204163,1.537
2003-02,AIRBUS SE,7.0360772368594215,5.900042533874512,7.255954082596978,5.328360487429737,221400,,,2003-02-03 00:00:00+01:00,2003-02-27 00:00:00+01:00,-17.435891515951564,34.204163,1.537
2003-03,AIRBUS SE,5.936688899718957,5.130472660064697,6.596320658115092,4.690718061564104,365300,,,2003-03-18 00:00:00+01:00,2003-03-11 00:00:00+01:00,-13.043463151179079,34.204163,1.537
2003-04,AIRBUS SE,5.167117871557098,6.193212509155273,6.339797284129042,5.05717912651608,312300,,,2003-04-30 00:00:00+02:00,2003-04-01 00:00:00+02:00,20.71426785611552,34.204163,1.537
2003-05,AIRBUS SE,6.156567096710205,7.067101955413818,7.371063033726087,5.851256273288072,217600,,,2003-05-30 00:00:00+02:00,2003-05-20 00:00:00+02:00,14.110438564262019,34.204163,1.537
2003-06,AIRBUS SE,7.295072050625495,8.229754447937012,8.723691256353133,7.029105170404706,398200,,,2003-06-17 00:00:00+02:00,2003-06-03 00:00:00+02:00,16.451616233334974,34.204163,1.537
2003-07,AIRBUS SE,8.20695594437057,10.790627479553223,10.942608005380672,7.902994183645571,487700,,,2003-07-31 00:00:00+02:00,2003-07-01 00:00:00+02:00,31.11724715259465,34.204163,1.537
