Month,Asset Name,Open,Close,High,Low,Volume,Dividends,Splits,Date of High,Date of Low,Percent Change,PE Ratio,Beta
1990-08,AXA,0.0059495880268514165,0.00614940095692873,0.006388985869747468,0.005750014253016042,10459512,,,1990-08-30 00:00:00+02:00,1990-08-24 00:00:00+02:00,,11.78125,1.236
1990-09,AXA,0.005909818224608897,0.005390638951212168,0.006149400619877448,0.005310858369061505,29495896,,,1990-09-12 00:00:00+02:00,1990-09-21 00:00:00+02:00,-12.338795453915562,11.78125,1.236
1990-10,AXA,0.0055504427291452885,0.005869806744158268,0.005989599381373182,0.005430650073082129,50029053,,,1990-10-24 00:00:00+01:00,1990-10-01 00:00:00+01:00,8.888886777296623,11.78125,1.236
1990-11,AXA,0.005869806744158268,0.006189172156155109,0.006348974986694334,0.005550441468533601,31426890,,,1990-11-23 00:00:00+01:00,1990-11-08 00:00:00+01:00,5.440816468356124,11.78125,1.236
1990-12,AXA,0.0063489736057817945,0.00622918177396059,0.0067881339997847515,0.006029608034956645,61638313,,,1990-12-14 00:00:00+01:00,1990-12-28 00:00:00+01:00,0.6464453855220542,11.78125,1.236
1991-01,AXA,0.00622918177396059,0.029564399272203445,0.029732659654705514,0.00622918177396059,7612441,,,1991-01-31 00:00:00+01:00,1991-01-01 00:00:00+01:00,374.61127873630886,11.78125,1.236
1991-02,AXA,0.029395119837736683,0.03057802841067314,0.03260528019511702,0.029395119837736683,8051488,,,1991-02-15 00:00:00+01:00,1991-02-01 00:00:00+01:00,3.428546371387675,11.78125,1.236
1991-03,AXA,0.030578028410673138,0.032773539423942566,0.03294281485398175,0.030578028410673138,751116,,,1991-03-22 00:00:00+01:00,1991-03-01 00:00:00+01:00,7.180028037723618,11.78125,1.236
1991-04,AXA,0.032773539423942566,0.029901936650276184,0.03311208827008395,0.029901936650276184,2105927,,,1991-04-09 00:00:00+02:00,1991-04-26 00:00:00+02:00,-8.761954992168297,11.78125,1.236
1991-05,AXA,0.029901936650276184,0.030408738180994987,0.030915549242084277,0.029901936650276184,327723,,,1991-05-13 00:00:00+02:00,1991-05-01 00:00:00+02:00,1.6948786182185982,11.78125,1.236
1991-06,AXA,0.030408738180994987,0.028381505981087685,0.030408738180994987,0.028212230523590728,1352228,,,1991-06-03 00:00:00+02:00,1991-06-27 00:00:00+02:00,-6.6666107216980635,11.78125,1.236
1991-07,AXA,0.028381505981087685,0.028381505981087685,0.028381505981087685,0.028381505981087685,0,,,1991-07-01 00:00:00+02:00,1991-07-01 00:00:00+02:00,0.0,11.78125,1.236
1991-08,AXA,0.028381505981087685,0.024326998740434647,0.028381505981087685,0.024157719356576873,1898791,,,1991-08-01 00:00:00+02:00,1991-08-26 00:00:00+02:00,-14.285736787028858,11.78125,1.236
1991-09,AXA,0.024326998740434647,0.025003092363476753,0.025340628232708065,0.024326994755924515,3746076,,,1991-09-11 00:00:00+02:00,1991-09-24 00:00:00+02:00,2.7791904388039024,11.78125,1.236
1991-10,AXA,0.024833809957792784,0.023989461362361908,0.024833809957792784,0.02297583222389221,12344547,,,1991-10-01 00:00:00+01:00,1991-10-28 00:00:00+01:00,-4.054022544009417,11.78125,1.236
1991-11,AXA,0.023989461362361908,0.021455394104123116,0.024326998740434647,0.02027250752207521,9041978,,,1991-11-05 00:00:00+01:00,1991-11-20 00:00:00+01:00,-10.563252004543122,11.78125,1.236
1991-12,AXA,0.021116843697365963,0.019596410915255547,0.021116843697365963,0.016555531831735953,9925312,,,1991-12-02 00:00:00+01:00,1991-12-23 00:00:00+01:00,-8.664409424715835,11.78125,1.236
1992-01,AXA,0.019596410915255547,0.024157721549272537,0.02415772154927254,0.019428146736796853,12215377,,,1992-01-30 00:00:00+01:00,1992-01-02 00:00:00+01:00,23.276255298698967,11.78125,1.236
1992-02,AXA,0.023313373250308196,0.025171350687742233,0.025171350687742237,0.02280655113802662,8296025,,,1992-02-27 00:00:00+01:00,1992-02-06 00:00:00+01:00,4.195880544455655,11.78125,1.236
1992-03,AXA,0.025171352905798534,0.023989461362361908,0.025171352905798534,0.022806556827355443,6885891,,,1992-03-02 00:00:00+01:00,1992-03-23 00:00:00+01:00,-4.695375071612162,11.78125,1.236
1992-04,AXA,0.023820185946212758,0.026016712188720703,0.02635424995593291,0.023820185743988403,11794003,,,1992-04-29 00:00:00+02:00,1992-04-08 00:00:00+02:00,8.450589180545066,11.78125,1.236
1992-05,AXA,0.026016712188720703,0.027030333876609802,0.027030333876609802,0.02483380926839793,14893173,,,1992-05-29 00:00:00+02:00,1992-05-04 00:00:00+02:00,3.8960406700756955,11.78125,1.236
1992-06,AXA,0.026691785000493806,0.16672833263874054,0.17737050537924923,0.026016709459530225,10016545,,,1992-06-11 00:00:00+02:00,1992-06-04 00:00:00+02:00,516.8193607960418,11.78125,1.236
1992-07,AXA,0.1679130950115274,0.14189644157886505,0.16909090200889082,0.13361674612809138,10162715,,,1992-07-02 00:00:00+02:00,1992-07-22 00:00:00+02:00,-14.89362405709419,11.78125,1.236
